title,genres,popularity,release_date
Mojave Moon,Thriller|Comedy|Romance,0.62462,01/01/1996
Goemon,Action|Drama|Fantasy,0.764813,17/03/2009
Seventh Moon,Horror,1.2739850000000001,20/09/2008
Scanners II: The New Order,Horror|Science Fiction|Action,0.769026,28/06/1991
Minnie and Moskowitz,Drama|Romance|Comedy,0.620803,22/12/1971
Flight of Fury,Action|Adventure|Thriller,1.251686,20/02/2007
Final Flight of the Osiris,Science Fiction|Action|Animation,0.5633199999999999,21/03/2003
The Second Renaissance Part II,Science Fiction|Animation,0.504414,01/06/2003
House of D,Comedy|Drama,1.0383200000000001,15/04/2005
The Final Inquiry,TV Movie|Adventure|Drama|History|Mystery|Foreign,0.506858,13/12/2006
Big Deal on Madonna Street,Crime|Comedy,1.186569,06/06/1958
The Hill,Drama|War,1.6705869999999998,22/06/1965
Emmanuelle,Drama|Romance,4.088908999999999,25/06/1974
Chasers,Comedy|Romance,2.199224,22/04/1994
K-20: The Fiend with Twenty Faces,Action|Adventure|Crime,2.22761,20/12/2008
The Shepherd: Border Patrol,Action|Crime|Thriller,1.850539,04/03/2008
Cirque du Freak: The Vampire's Assistant,Adventure|Fantasy|Action|Thriller,2.4689080000000003,23/10/2009
The Time Traveler's Wife,Drama|Romance|Fantasy,2.6930389999999997,14/08/2009
Stag Night,Action|Horror|Thriller,0.613737,26/06/2008
The Avengers,Science Fiction|Action|Adventure,12.603318,25/04/2012
The Brink's Job,Comedy|Crime|Action|Drama,0.958694,08/12/1978
Did You Hear About the Morgans?,Comedy,0.9502370000000001,17/12/2009
Holiday in Handcuffs,TV Movie|Comedy|Romance|Family,2.0446310000000003,09/12/2007
The Little Shop of Horrors,Comedy,0.613953,14/09/1960
The Razor's Edge,Drama,0.8836700000000001,19/10/1984
Walter and Carlo - Up on Daddy's Hat,Comedy,0.9026620000000001,29/11/1985
Asylum,Drama|Thriller|Romance,0.61898,09/09/2005
Fish Tank,Drama,1.553224,14/05/2009
Beethoven's 3rd,Comedy,0.763625,25/07/2000
Beethoven's 5th,Comedy|Family,1.216369,02/12/2003
Partly Cloudy,Adventure|Animation|Comedy|Family|Fantasy,2.171553,28/05/2009
Born Yesterday,Comedy|Romance|Drama,1.201384,25/12/1950
Demonlover,Thriller|Drama|Mystery,0.781576,19/05/2002
Scar,Crime|Horror|Thriller,0.9498120000000001,19/05/2007
The Lemon Drop Kid,Comedy|Music|Romance,0.714489,02/04/1951
Hurlyburly,Comedy|Drama,1.004372,25/12/1998
Killer Bean Forever,Action|Animation,0.652417,24/09/2009
Into the Sun,Action|Adventure|Drama|Thriller,1.477602,08/03/2005
The Land Before Time X: The Great Longneck Migration,Adventure|Animation|Family,0.639498,02/12/2003
The Land Before Time XI: Invasion of the Tinysauruses,Fantasy|Animation|Science Fiction|Family,0.970491,11/01/2005
Loose Cannons,Action|Comedy|Crime|Mystery|Thriller,0.602585,09/02/1990
Slaughterhouse-Five,Comedy|Drama|Fantasy|Science Fiction,0.510975,15/03/1972
Raise the Titanic,Action|Drama|Thriller,0.670651,01/01/1980
The Creeping Unknown,Horror|Science Fiction,0.882125,26/08/1955
Death in a French Garden,Crime|Drama|Mystery|Romance,0.766563,13/02/1985
Fraternity Vacation,Comedy|Romance,0.931481,04/12/1985
Dug's Special Mission,Animation|Comedy|Family,1.1413149999999999,09/11/2009
Thinking XXX,Documentary,0.940693,27/10/2004
Aloha Scooby-Doo!,Family|Animation,1.605588,01/01/2005
Atomic Twister,Action|Drama|Thriller,0.8149770000000001,09/06/2002
Bee Season,Drama|Family,0.664117,03/09/2005
Blind Horizon,Drama|Thriller,0.9642850000000001,14/12/2003
The Detonator,Action|Thriller,1.0250620000000001,25/04/2006
Dinner with Friends,Comedy|Drama,0.537953,01/01/2001
"Maria, ihm schmeckt's nicht!",Comedy,0.570591,05/08/2009
Ghost Story,Drama|Horror|Thriller,1.46059,18/12/1981
Lost Colony: The Legend of Roanoke,TV Movie|Horror|Mystery|Fantasy,0.703643,13/10/2007
The Fountainhead,Drama,0.6921229999999999,02/07/1949
The Consequences of Love,Crime|Drama,0.595824,24/09/2004
A Detective Story,Science Fiction|Animation,0.673926,01/04/2003
Cats Don't Dance,Animation|Comedy|Family|Music,0.776946,26/03/1997
The Open Road,Comedy|Drama|Romance,1.20156,07/02/2009
The Eye 2,Thriller|Horror,0.6140939999999999,18/03/2004
Beyond,Science Fiction|Animation,0.528619,03/06/2003
Bird,Drama|Music,0.945843,01/07/1988
Razortooth,Action|Horror|Science Fiction|Thriller,0.5607949999999999,01/01/2007
An Education,Drama|Romance,3.7854360000000002,29/10/2009
Tom and Jerry: A Nutcracker Tale,Animation|Comedy,0.716249,02/10/2007
Above Suspicion,Drama|Thriller,0.727665,01/01/1995
Agnes of God,Drama|Mystery,1.0407,21/08/1985
A Far Off Place,Drama|Adventure,0.70649,12/03/1993
Miracle Mile,Science Fiction|Thriller,0.553936,19/05/1989
The Entity,Horror|Mystery|Thriller,1.1571129999999998,30/09/1982
Secret Admirer,Comedy|Romance,0.654927,14/06/1985
Six-String Samurai,Action|Adventure|Science Fiction,0.5855859999999999,18/09/1998
Bobby Jones: Stroke of Genius,Drama,1.117409,30/04/2004
Hud,Action|Drama|Western,0.984181,29/05/1963
Iceman,Science Fiction|Drama,0.66068,13/04/1984
Dragon Ball Z: Cooler's Revenge,Action|Animation|Adventure,0.9270360000000001,20/07/1991
Iron Will,Adventure|Drama|Family,1.101349,14/01/1994
Lipstiek Dipstiek,Comedy,0.555688,25/11/1994
Hydra,TV Movie|Horror|Science Fiction,0.8486290000000001,20/02/2009
Buster,Comedy|Romance,0.500714,16/09/1988
In Tranzit,Drama|Romance|War,1.073175,16/05/2007
Scooby-Doo Meets the Boo Brothers,Animation|Adventure|Comedy|Family,0.781293,01/11/1987
A Knight in Camelot,Adventure|Fantasy|Comedy|Science Fiction|Family,1.201227,08/11/1998
Angels in the Outfield,Fantasy|Drama|Comedy|Family,0.9883879999999999,15/07/1994
Wolvesbayne,TV Movie|Fantasy|Horror,0.800207,12/10/2009
Cow Belles,TV Movie|Comedy|Family|Romance,0.790952,24/03/2006
Julie & Julia,Romance|Drama,2.0190650000000003,06/08/2009
Black Dynamite,Action|Comedy,0.830411,16/10/2009
Mr. Deeds Goes to Town,Comedy|Drama|Romance,0.9355319999999999,12/04/1936
Something Wicked This Way Comes,Fantasy|Mystery|Thriller,0.631029,29/04/1983
The Gnome-Mobile,Fantasy|Comedy|Family,1.0097559999999999,17/07/1967
The Octagon,Adventure|Action|Thriller,0.670555,14/08/1980
Leonard Part 6,Action|Comedy,0.504808,18/12/1987
Piranha,Horror,1.1265120000000002,03/08/1978
Damage,Action|Thriller,1.0761290000000001,05/10/2009
Santa Buddies,Adventure,1.365672,19/11/2009
The Memory Of A Killer,Crime|Drama|Thriller|Action,0.6550159999999999,15/10/2003
Offspring,Horror,0.982223,05/02/2009
Death Wish 3,Action|Crime|Drama|Thriller,0.757271,01/11/1985
The Black Stallion Returns,Drama|Family,0.510579,25/03/1983
B.O.B.'s Big Break,Animation|Adventure|Action|Comedy,1.238623,30/09/2009
Overheard,Drama|Thriller,0.808513,23/07/2009
Happenstance,Romance|Drama|Comedy,0.6373489999999999,12/06/2000
The Young Americans,Drama,0.5557949999999999,08/10/1993
April Fool's Day,Horror|Mystery,0.849693,27/03/1986
The Twelve Chairs,Comedy,1.180817,28/10/1970
City of the Living Dead,Horror,1.7265759999999999,11/08/1980
Night of the Demons,Horror,1.087703,14/10/1988
Return of the Living Dead Part II,Comedy|Horror,1.466405,15/01/1988
Agent 69 in the Sign of Scorpio,Comedy|Romance,3.403054,22/07/1977
Agent 69 Jensen in the Sign of Sagittarius,Romance|Comedy,1.9482979999999999,20/07/1978
Jumpin' at the Bedside,Comedy|Romance,0.64288,28/01/1976
Return of the Living Dead: Necropolis,Comedy|Horror,1.508391,15/10/2005
The Deep End,Crime|Drama|Mystery,1.0654139999999999,21/01/2001
Return of the Living Dead: Rave to the Grave,Comedy|Horror,0.7196779999999999,15/10/2005
Head Over Heels,Comedy|Romance,0.661654,02/02/2001
Bedroom Mazurka,Comedy,0.617254,30/08/1970
Prancer,Drama|Family|Fantasy,0.6914680000000001,17/11/1989
Bedside Romance,Comedy|Romance,0.552924,01/01/1973
Bedside Dentist,Romance|Comedy,0.745947,03/09/1971
Magic in the Water,Adventure|Fantasy|Drama|Science Fiction|Family,0.685088,30/08/1995
Gunga Din,Action|Adventure|Drama|War,1.791204,24/01/1939
Pink Floyd: Pulse,Music,1.628503,13/06/1995
Paper Soldiers,Action|Comedy,0.7910520000000001,01/06/2002
Ghosts of the Abyss,Documentary,0.520324,10/04/2003
Kickboxer 2:  The Road Back,Action|Adventure,1.344042,30/01/1991
Hanky Panky,Mystery|Action|Comedy|Crime,0.652729,04/06/1982
State Property,Action|Crime|Drama,0.7892100000000001,18/01/2002
The Flamingo Kid,Comedy|Drama|Romance,1.6570759999999998,21/12/1984
Leatherface: Texas Chainsaw Massacre III,Horror|Thriller,0.626163,12/01/1990
Alexander: The Neva Battle,War|Drama|History,0.507307,01/05/2008
The Life and Death of Colonel Blimp,War|Comedy|Drama|Romance,0.853583,10/06/1943
02:22,Thriller,1.731008,24/09/2008
Still Walking,Drama|Family,0.502371,28/06/2008
Air Doll,Drama,1.009544,26/09/2009
Homeward Bound II: Lost in San Francisco,Adventure|Comedy|Drama|Family,1.596637,08/03/1996
Deadline,Drama|Horror|Thriller,0.96483,01/01/2009
Mr. Canton and Lady Rose,Crime|Action|Comedy|Drama,2.139736,15/06/1989
Wuthering Heights,Drama|Romance,0.776479,16/10/1992
Dr. Quinn Medicine Woman: The Movie,Drama|Western|Family,0.661533,22/05/1999
The Four Seasons,Comedy|Drama|Romance,0.5915060000000001,22/05/1981
Love & Sex,Comedy|Drama|Romance,0.9654860000000001,24/01/2000
Shorts,Comedy|Family,0.5780770000000001,21/08/2009
Beyond a Reasonable Doubt,Crime|Drama|Mystery,0.887969,05/02/2009
The Banishment,Drama,0.560447,01/06/2007
Jude,Drama|Romance,0.545766,06/02/1996
Mutants,Horror|Action|Science Fiction|Foreign,0.733346,31/10/2008
The Marc Pease Experience,Comedy,1.182703,21/08/2009
The Stepfather,Drama|Horror|Mystery|Thriller,0.9690049999999999,22/01/1987
The Rat Pack,Drama|TV Movie,0.7983140000000001,22/08/1998
Bye Bye Birdie,Drama|Comedy|Music,1.095011,04/04/1963
Anne Of Green Gables: The Continuing Story,Drama|Family,0.8070609999999999,23/07/2000
Paper Heart,Comedy|Drama|Romance,1.921614,31/07/2009
Janky Promoters,Comedy,0.7151569999999999,16/10/2009
The Last Picture Show,Drama,0.813577,03/10/1971
The Mirror Has Two Faces,Comedy|Drama|Romance,1.2231239999999999,15/11/1996
Leap Year,Romance|Comedy,1.7572189999999999,08/01/2010
Crazy Heart,Drama|Music|Romance,1.7473509999999999,16/12/2009
Teen Witch,Romance|Fantasy|Comedy|Family,1.592214,28/04/1989
The Concert,Drama|Comedy,1.454445,01/09/2009
The Caveman's Valentine,Drama|Mystery|Thriller,1.307712,19/01/2001
Deterrence,Action|Drama|Mystery|Thriller,0.585932,10/03/2000
Live!,Thriller,0.789708,01/01/2007
For the Boys,Music|Drama,0.976569,22/11/1991
Masterminds,Comedy|Action|Thriller,0.94591,22/08/1997
Good Taste Made Bad Taste,Documentary,0.524989,01/01/1988
Come and See,Drama|History|War,2.483895,01/07/1985
I Spit on Your Grave,Horror|Thriller,2.253275,02/11/1978
Squirm,Horror,1.530108,30/07/1976
Borsalino,Crime|Drama,1.408141,19/05/1970
Crooks in Clover,Action|Comedy|Crime,0.564836,27/11/1963
Fear Is The Key,Action|Crime|Drama|Thriller,0.527898,26/12/1972
Article 99,Comedy|Drama,0.728821,13/03/1992
Year of the Jellyfish,Thriller|Drama|Romance,0.768622,14/11/1984
I'm Not Scared,Mystery|Drama|Thriller|Crime,0.603915,08/02/2003
The Gumball Rally,Action|Adventure|Comedy,0.583801,28/07/1976
Yes,Drama|Romance,0.847683,05/08/2005
P.S.,Comedy|Drama|Fantasy|Romance,0.7412890000000001,15/10/2004
Escape from Sobibor,Drama|War|Thriller,0.8973909999999999,12/04/1987
The Masque of the Red Death,Drama|Horror,0.763415,24/06/1964
The Echo,Horror|Thriller|Drama|Mystery,1.158866,25/05/2008
Dutch,Comedy,1.134385,19/07/1991
Imaginary Heroes,Comedy|Drama,0.75871,14/09/2004
The Break-up Artist,Comedy|Romance,0.5673199999999999,09/08/2009
Ace in the Hole,Drama,1.8762290000000001,29/06/1951
Green Flash,Comedy|Drama,0.7125239999999999,05/06/2008
The Secret in Their Eyes,Crime|Drama|Mystery|Romance,2.122226,13/08/2009
The Blue Butterfly,Adventure|Drama|Family,0.5174270000000001,20/02/2004
Night Passage,Action|Drama|Thriller|Western,1.044685,24/07/1957
The Bride with White Hair 2,Fantasy|Action|Science Fiction|Foreign,0.8788809999999999,22/12/1993
Tobruk,Drama|History|War,1.5870360000000001,07/02/1967
March or Die,Action|Adventure|Drama|War,1.1197629999999998,08/09/1977
Matinee,Comedy|Drama,1.185322,29/01/1993
My Little Pony: The Movie,Animation|Family,0.606923,20/06/1986
I Love Your Work,Drama|Mystery,0.622908,05/10/2003
Adam's Rib,Comedy|Drama|Romance,0.716946,18/11/1949
Trick or Treat,Horror|Music,0.9280459999999999,24/10/1986
The Happiest Millionaire,Comedy|Drama|Family|Music,0.515894,26/06/1967
Raising Victor Vargas,Drama|Romance,1.106484,16/05/2002
Two Can Play That Game,Comedy|Romance,1.7110189999999998,07/09/2001
Mutant Action,Action|Comedy|Science Fiction,0.69416,03/02/1993
My Dinner with André,Comedy|Drama,0.570275,11/10/1981
Merry Madagascar,Family|Animation,1.043801,16/11/2009
Walking Tall,Action|Crime|Drama,0.772359,22/02/1973
Accident,Action|Drama|Thriller,0.5779810000000001,24/09/2009
Tinker Bell and the Lost Treasure,Animation|Family|Adventure|Fantasy,2.696792,03/09/2009
The Breastford Wives,Drama|Comedy|Science Fiction,0.629167,10/04/2007
Our Man in Havana,Drama|Action|Comedy|Thriller,0.8936440000000001,30/12/1959
Stormy Monday,Romance|Crime|Drama,1.413467,01/05/1988
"After Dark, My Sweet",Crime|Drama|Mystery,0.7374930000000001,24/08/1990
Shock Corridor,Drama|Mystery|Thriller,1.023595,11/09/1963
The Bribe,Crime|Drama,1.260534,03/02/1949
PTU,Crime|Drama|Action,0.622479,17/04/2003
Yi Yi,Drama|Romance,1.438918,20/09/2000
Winners & Sinners,Action|Adventure|Comedy|Crime,0.946892,01/01/1983
Therapy,Comedy,0.577207,24/02/2010
Brotherhood,Drama,0.540227,21/10/2009
Split Second,Drama|Thriller|Crime,0.534454,02/05/1953
The Sniper,Crime|Drama|Thriller,1.013919,09/05/1952
The Land Before Time IX: Journey to the Big Water,Animation|Family,1.098829,17/12/2002
The Puppet Masters,Horror|Science Fiction|Thriller,1.172643,21/10/1994
The Taming of the Shrew,Comedy|Drama|Romance,0.838996,07/03/1967
Soapdish,Comedy|Drama|Romance,0.953665,31/05/1991
Ragtime,Drama,1.163498,20/11/1981
Drive,Action|Adventure|Science Fiction|Comedy,1.858057,06/08/1997
The Land Before Time VIII: The Big Freeze,Adventure|Animation|Family,1.0632549999999998,04/12/2001
Wrong Turn at Tahoe,Action|Crime|Drama|Thriller,1.334757,16/11/2009
The Indian Runner,Drama,1.001584,19/05/1991
Way Out West,Comedy|Western|Music,1.76482,16/04/1937
Ninja,Action|Crime|Drama|Thriller,2.331473,22/10/2009
The Tommyknockers,Horror|Science Fiction,0.90785,09/05/1993
Rosewood,Drama|History,1.2581440000000002,21/02/1997
The Living Dead at Manchester Morgue,Horror|Science Fiction,0.658763,28/11/1974
The Great Challenge,Adventure|Drama|Action|Foreign,0.614223,23/06/2004
Party Girl,Crime|Drama,0.9632620000000001,28/10/1958
Jesus' Son,Comedy|Drama|Romance,1.087917,05/09/1999
My First Mister,Comedy|Drama|Romance,1.057395,18/01/2001
Ben 10 : Alien Swarm,Adventure,0.566559,01/01/2009
Love Happens,Drama|Romance,0.958893,18/09/2009
Bad Guy,Drama|Thriller|Romance,0.9209370000000001,11/01/2002
Foreign Correspondent,Mystery|Thriller|War,1.445158,16/08/1940
Rob-B-Hood,Drama|Action|Comedy,1.454459,28/09/2006
American Ninja 2: The Confrontation,Action|Adventure|Drama,0.7286600000000001,01/05/1987
The Friends of Eddie Coyle,Crime|Drama,1.8973060000000002,26/06/1973
American Ninja 3: Blood Hunt,Action|Adventure|Drama,0.7442,24/02/1989
The Blackout,Drama|Mystery|Thriller,0.5776439999999999,11/06/1997
The Man on the Roof,Thriller|Action|Crime|Drama,0.625343,30/09/1976
Post Grad,Comedy,1.848941,21/08/2009
Mask of the Ninja,TV Movie|Action,0.509516,26/04/2008
Animals,Horror|Thriller,1.335816,05/11/2008
Crows Zero II,Comedy|Action|Thriller,1.084159,11/04/2009
Shooting Fish,Crime|Comedy|Romance,1.310103,22/08/1997
The Girls Rebel Force of Competitive Swimmers,Action|Horror,0.522593,25/12/2007
The Postman Always Rings Twice,Crime|Drama|Thriller,0.97934,02/05/1946
The Flight Before Christmas,Animation|Family|Adventure|Drama|Fantasy,2.015462,22/09/2008
Children of the Corn II: The Final Sacrifice,Horror,1.154792,29/01/1993
Children of the Corn IV: The Gathering,Horror,0.850937,08/10/1996
Children of the Corn V: Fields of Terror,Horror|Thriller,1.317564,21/06/1998
Children of the Corn 666: Isaac's Return,Horror|Mystery,0.888582,19/10/1999
Children of the Corn: Revelation,Horror,1.205957,09/10/2001
Children of the Corn,Drama|Horror|Thriller,0.691335,26/09/2009
"Steamboat Bill, Jr.",Action|Comedy|Drama|Romance,0.613929,14/02/1928
Carriers,Action|Drama|Horror|Science Fiction|Thriller,1.590624,04/09/2009
Pink Floyd: Live at Pompeii,Music|Documentary,0.860926,31/08/1972
A Raisin in the Sun,Drama,0.8030930000000001,25/02/2008
Samantha: An American Girl Holiday,Drama|Family,3.396984,23/11/2004
Aftershock: Earthquake in New York,Action|Drama|Thriller,1.001693,19/11/1999
Precious,Drama,1.999454,06/11/2009
The Prince and the Pauper,Animation|Comedy|Family,0.888267,16/11/1990
Aria,Comedy|Drama|Music,1.897635,27/05/1987
Eating Out: All You Can Eat,Comedy,0.620445,09/10/2009
A Christmas Carol,Fantasy|Drama|Family,0.661607,16/12/1938
Baarìa,Drama|Comedy,0.756621,02/09/2009
Legend of the Lost,Adventure|Drama,0.737386,17/12/1957
Nothing Like the Holidays,Comedy|Drama|Romance,0.775889,12/12/2008
Dahmer,Drama|Horror,1.068114,21/06/2002
Raging Phoenix,Thriller|Action,0.590242,12/08/2009
The Sucker,Comedy|Crime,0.5012340000000001,24/03/1965
ExTerminators,Comedy|Drama,1.865706,05/01/2010
Babes in Toyland,Comedy,1.0725209999999998,14/12/1934
Carmen,Drama|Romance,1.069192,16/05/2003
Balto II: Wolf Quest,Family|Animation|Adventure,0.9371299999999999,19/02/2002
The Fastest Gun Alive,Drama|Western,0.643842,12/07/1956
Champion,Drama,0.756216,09/04/1949
Staten Island,Drama|Action|Thriller|Crime,0.932966,07/02/2009
"To Sir, with Love",Drama,2.583412,14/06/1967
The Reckoning,Crime|Drama|Mystery,1.85391,06/08/2003
Harry Brown,Thriller|Crime|Drama|Action,1.9379810000000002,11/11/2009
Mysterious Island,Action|Adventure|Drama|Fantasy,0.9557399999999999,17/09/2005
Conquest of Space,Science Fiction,0.7442439999999999,20/04/1955
Pickup on South Street,Drama|Thriller,0.586421,29/05/1953
Pokémon: The Rise of Darkrai,Adventure|Animation|Family|Fantasy,1.0157479999999999,14/07/2007
Veronika Decides to Die,Drama|Romance,0.9271209999999999,16/05/2009
Angus,Comedy|Drama|Family|Romance,0.829708,15/09/1995
I Married a Witch,Comedy|Fantasy|Horror,0.503029,30/10/1942
Moscow Zero,Action|Adventure|Crime|Horror,0.539493,01/01/2006
The House of the Devil,Mystery|Horror,0.9505370000000001,25/04/2009
The Sleeping Dictionary,Drama|Romance,1.02378,31/01/2003
Asylum,Horror|Thriller|Mystery,0.788325,17/11/1972
Killer Diller,Drama|Music,0.575439,01/01/2004
Hard Ticket to Hawaii,Action|Adventure,0.517745,01/03/1987
Good Advice,Comedy|Romance,1.135281,15/11/2001
My Name Is Khan,Drama|Romance,2.064193,12/02/2010
Deck Dogz,Drama|Comedy|Foreign,0.565405,06/01/2005
According to Greta,Drama|Romance,0.712584,25/11/2009
Bigger Than Life,Drama,1.106875,02/08/1956
Point Blank,Action|Adventure|Crime|Drama|Mystery|Thriller,0.576554,30/08/1967
Frozen,Thriller,0.648738,12/03/2005
Warlock III: The End of Innocence,Fantasy|Horror,0.549971,12/10/1999
Arthur 2: On the Rocks,Comedy|Romance,0.914291,08/07/1988
Snipes,Drama|Thriller,0.5560039999999999,13/09/2001
Mean Guns,Action|Adventure|Crime|Thriller,0.8227639999999999,21/11/1997
Stage Beauty,Comedy|Drama|Romance,0.680103,03/09/2004
The Mechanik,Action|Thriller,0.847137,02/11/2005
American Pie Presents: The Book of Love,Comedy,1.884516,18/06/2009
Joshua Tree,Action|Thriller,2.176133,04/08/1993
Fatal Instinct,Comedy,0.835749,29/10/1993
The Doctor,Drama,1.0191379999999999,24/07/1991
Coogan's Bluff,Action|Crime|Drama|Thriller,0.686285,02/10/1968
Everybody's Fine,Drama,2.439098,04/12/2009
Messenger of Death,Action|Crime|Thriller,0.605846,16/09/1988
Mr. Majestyk,Action|Adventure|Crime|Thriller,0.622061,17/07/1974
Ivanhoe,Action|Adventure|Drama|Romance,0.643402,01/01/1952
"Mother, Jugs & Speed",Comedy,0.525018,01/01/1976
Annie,Music|Family|Comedy,0.913158,07/11/1999
Razorback,Horror,0.649993,19/04/1984
Excess Baggage,Action|Comedy|Romance,1.694722,29/08/1997
Some Girls Do,Action|Adventure|Comedy,0.957939,23/01/1969
The Big Store,Comedy,0.675276,21/06/1941
Hot Millions,Comedy,0.9965879999999999,19/09/1968
Get a Clue,Comedy|Family|Mystery|TV Movie,0.571535,01/01/2002
Carry On Cruising,Comedy,0.922932,01/04/1962
35 Shots of Rum,Drama,0.720708,18/02/2009
Cleopatra Jones,Thriller|Action|Crime,0.529383,13/07/1973
The Keep,Horror,0.99644,16/12/1983
Blink,Mystery|Crime|Drama|Thriller,1.087067,26/01/1994
Quicksilver Highway,Horror|Thriller,0.865324,13/05/1997
The Informant,Action|Comedy|Drama|Thriller,0.730462,14/11/2008
The Canyon,Thriller,1.1000219999999998,23/10/2009
April Fool's Day,Horror,0.8050619999999999,25/03/2008
10 Rillington Place,Crime|Drama,1.311309,10/02/1971
Love Potion No. 9,Comedy|Romance,1.195474,13/11/1992
Bushwhacked,Adventure|Action|Comedy|Crime|Family,0.7699090000000001,04/08/1995
Come Drink with Me,Adventure|Action,1.37599,07/04/1966
Cops & Robbersons,Action|Comedy|Family,0.5737359999999999,15/04/1994
George of the Jungle 2,Adventure|Comedy|Family,1.460448,18/08/2003
Spymate,Adventure|Comedy,1.137657,24/01/2006
Now You See It...,Comedy|Mystery,0.8866709999999999,14/01/2005
Harper,Action|Drama|Thriller|Crime|Mystery,0.534397,23/02/1966
Twilight,Drama|Crime|Mystery|Thriller,1.201953,06/03/1998
Live Nude Girls,Comedy,0.784082,08/12/1995
Kamikaze Girls,Comedy|Science Fiction,1.0878889999999999,29/05/2004
I Killed My Mother,Drama,1.991871,05/06/2009
Dragonwyck,Drama|Mystery|Romance|Thriller,0.649107,10/04/1946
Me Without You,Drama,1.375497,01/11/2001
Un maledetto imbroglio,Crime|Drama,0.590903,24/10/1959
The Hunt for the BTK Killer,TV Movie|Crime|Drama,1.332411,09/10/2005
Prefontaine,Drama|Romance,0.562604,24/01/1997
Man with a Movie Camera,Drama|Documentary,0.805323,08/01/1929
The Man Who Came to Dinner,Comedy|Romance,1.993148,24/01/1942
Taking Woodstock,Music|Comedy|Drama,0.614445,03/09/2009
"Tarzan, the Ape Man",Adventure|Action|Comedy,0.7661720000000001,07/08/1981
The Last of Sheila,Crime|Mystery|Thriller,0.501185,14/06/1973
Electra Glide in Blue,Thriller|Crime|Drama|Mystery,1.315024,18/08/1973
Untamed Heart,Comedy|Drama|Romance,1.06803,12/02/1993
Run Bitch Run,Horror|Thriller,0.6662640000000001,01/01/2009
China Moon,Mystery|Thriller,1.172717,04/03/1994
Romance,Drama|Romance,1.724994,13/04/1999
How to Steal the World,Adventure|TV Movie,0.524932,18/09/1968
The Terminators,Action|Horror|Science Fiction,0.685728,28/04/2009
The Penthouse,Comedy,0.676139,02/03/2010
Medea,Drama,0.5383399999999999,27/12/1969
Maurice,Drama|Romance,1.069676,18/09/1987
Shame,War|Drama,1.5453729999999999,29/09/1968
They Made Me a Criminal,Thriller|Crime|Drama|Mystery,0.544057,28/01/1939
Ernest Saves Christmas,Comedy|Family,0.592878,11/11/1988
Buried,Drama|Thriller|Mystery,2.86567,24/09/2010
From Paris with Love,Action|Crime|Thriller,2.061282,05/02/2010
Brooklyn's Finest,Crime|Drama|Thriller,1.309348,16/01/2009
Cabin Boy,Comedy,0.728074,07/01/1994
The Civil War,Documentary,0.7844770000000001,23/09/1990
At the Earth's Core,Adventure|Fantasy|Science Fiction,0.930249,01/07/1976
Agora,Adventure|Drama|History,1.636531,17/05/2009
The Big Green,Action|Adventure|Comedy|Family,1.477058,29/09/1995
Death Hunt,Action|Drama,2.519509,22/05/1981
Xchange,Action|Science Fiction|Thriller,1.084475,19/01/2001
Investigation of a Citizen Above Suspicion,Drama,0.64773,09/02/1970
Hercules,Action|Adventure|Fantasy,0.848891,12/08/1983
Triangle,Horror,2.185555,16/10/2009
The Legend of the 7 Golden Vampires,Action|Horror,0.55207,11/07/1974
Beach Blanket Bingo,Comedy,0.8309780000000001,14/04/1965
The Last Shot,Action|Comedy,0.7100270000000001,24/09/2004
Torremolinos 73,Comedy|Drama,0.686357,29/04/2003
Impy's Island,Animation|Family|Fantasy,0.9615819999999999,02/08/2006
Seven Men from Now,Action|Adventure|Drama|Western,0.985819,04/08/1956
The Black Cat,Horror,0.777099,04/04/1981
Black Belly of the Tarantula,Horror|Mystery|Thriller,0.783092,12/08/1971
Arthur and the Revenge of Maltazard,Adventure|Fantasy|Animation|Family,3.697599,26/11/2009
Pumpkinhead,Fantasy|Horror,2.012769,09/06/1988
Sexy Killer: You'll Die for Her,Comedy|Horror|Thriller,0.605212,10/10/2008
A Soldier's Story,Drama|Mystery|War,1.537672,14/09/1984
The Little Princess,Drama|Comedy|Family,0.557416,17/03/1939
Little Lips,Drama,4.532908,08/02/1978
Club Paradise,Comedy|Drama|Romance,0.7205050000000001,11/07/1986
Continental Divide,Comedy|Romance,1.558867,18/09/1981
Enchanted April,Romance|Drama,0.543196,06/11/1991
The Heart is Deceitful Above All Things,Drama,0.72359,15/09/2004
Dr. Who and the Daleks,Science Fiction|Adventure,0.6008979999999999,23/08/1965
The Keeper,Action|Adventure|Thriller,0.798539,03/10/2009
Dread,Horror|Drama|Thriller,1.1543860000000001,14/07/2009
Summer's Blood,Horror|Thriller,1.242664,02/11/2009
Rio Lobo,Western,1.933318,18/12/1970
Johnny Guitar,Drama|Western,1.065892,26/05/1954
Summer Catch,Drama|Comedy|Romance,0.562275,22/08/2001
Vice Versa,Comedy|Fantasy,1.257423,25/02/1988
Treasure Island,Adventure|Family,0.770249,08/06/1990
Five Easy Pieces,Drama,1.195443,12/09/1970
Clay Pigeons,Comedy|Crime|Drama|Thriller,0.65751,25/09/1998
Glory Daze,Comedy,0.901483,01/10/1995
Genghis Khan: To The Ends Of The Earth And Sea,History|Adventure,0.527027,03/03/2007
Red Desert,Drama,1.29999,04/09/1964
The Dark Side of the Sun,Drama|Romance,0.8397700000000001,21/12/1988
