title,genres,popularity,release_date
Malcolm X,Drama|History,2.165734,18/11/1992
The Ewok Adventure,Adventure|Family|Fantasy|Science Fiction|TV Movie,1.362093,13/02/1985
The Karate Kid,Drama,2.5424889999999998,22/06/1984
Marie Antoinette,Drama|History,2.660656,24/05/2006
The Fortune Cookie,Romance|Comedy,1.571892,19/10/1966
The Empire Strikes Back,Adventure|Action|Science Fiction,4.814004,17/05/1980
Return of the Jedi,Adventure|Action|Science Fiction,5.516057,23/05/1983
Star Wars: Episode I - The Phantom Menace,Adventure|Action|Science Fiction,4.62549,19/05/1999
Star Wars: Episode II - Attack of the Clones,Adventure|Action|Science Fiction,4.185418,15/05/2002
Star Wars: Episode III - Revenge of the Sith,Science Fiction|Adventure|Action,4.4829870000000005,17/05/2005
Traffic,Thriller|Drama|Crime,2.1117619999999997,27/12/2000
In Good Company,Comedy|Drama|Romance,2.1799560000000002,29/12/2004
Open Your Eyes,Drama|Thriller,1.781929,19/12/1997
Vanilla Sky,Drama|Mystery|Romance|Science Fiction|Thriller,3.359234,10/12/2001
Memoirs of a Geisha,Drama|History|Romance,2.358386,06/12/2005
The Beach,Drama|Adventure|Romance|Thriller,3.0504439999999997,11/02/2000
Don Juan DeMarco,Romance|Drama|Comedy,0.9860459999999999,01/10/1994
The 13th Warrior,Adventure|Fantasy|Action,2.836021,27/08/1999
The Sea Inside,Drama,1.81292,03/09/2004
Away from Her,Drama|Romance,0.925318,11/09/2006
Crime of Passion,Crime|Drama|Thriller,1.4498209999999998,09/01/1957
Sweet November,Drama|Romance,1.436863,16/02/2001
Twin Peaks: Fire Walk with Me,Drama|Mystery,2.743537,03/06/1992
Superman,Action|Adventure|Fantasy|Science Fiction,4.7709589999999995,13/12/1978
11'09''01 - September 11,Drama,0.6181260000000001,04/09/2002
Hulk,Action|Science Fiction,3.9835199999999995,19/06/2003
The Amazing Spider-Man,Action|Adventure|Fantasy,7.745183,27/06/2012
Stomp the Yard,Drama|Music,1.571037,16/05/2007
The Others,Horror|Drama|Mystery|Thriller,3.098287,02/08/2001
Shakespeare in Love,Romance|History,2.683585,11/12/1998
River of No Return,Adventure|Western,1.066101,30/04/1954
Bonjour Tristesse,Drama,0.710959,17/03/1958
Laura,Drama|Mystery,1.272229,11/10/1944
Exodus,Action|Drama|History|War,1.477328,27/03/1960
Bunny Lake Is Missing,Thriller|Mystery,0.9688,03/10/1965
The Door in the Floor,Drama,1.222002,18/07/2004
eXistenZ,Action|Thriller|Science Fiction|Horror,2.0708849999999996,14/04/1999
An Unfinished Life,Drama,1.2135340000000001,09/09/2005
Crank,Action|Thriller|Crime,3.791982,31/08/2006
Zodiac,Crime|Drama|Mystery|Thriller,4.8332370000000004,02/03/2007
Lucky You,Drama|Romance,2.044006,01/05/2007
Manderlay,Drama,1.269782,16/05/2005
The Butterfly Effect,Science Fiction|Thriller,5.741323,22/01/2004
The Elephant Man,Drama|History,2.0914,02/10/1980
Gerry,Mystery|Drama|Adventure,1.157189,12/01/2002
Enough,Drama|Thriller,0.78845,24/05/2002
8 Women,Comedy|Thriller|Music|Crime|Mystery,0.5716220000000001,08/01/2002
Swept from the Sea,Drama|Romance,1.175933,23/01/1998
My Name Is Bruce,Comedy|Horror,1.645302,01/10/2007
The Bow,Drama|Romance,0.8844860000000001,12/05/2005
A Perfect Murder,Crime|Thriller|Drama,1.620886,05/06/1998
Alexander,War|History|Action|Adventure|Drama|Romance,2.4977840000000002,21/11/2004
Fools Rush In,Drama|Comedy|Romance,0.605213,14/02/1997
Bandidas,Action|Comedy|Western|Crime,2.8717599999999996,18/01/2006
The Grudge,Horror|Mystery|Thriller,1.70291,22/10/2004
The Grudge 2,Horror|Thriller,1.9385150000000002,13/10/2006
Jezebel,Drama|Romance,1.156579,19/03/1938
The Grudge 3,Mystery|Horror|Thriller,2.1870950000000002,12/05/2009
Stage Fright,Thriller,0.5221899999999999,23/02/1950
Fantastic 4: Rise of the Silver Surfer,Adventure|Fantasy|Action|Thriller,5.631218,13/06/2007
1984,Drama|Science Fiction,0.5763229999999999,06/03/1956
The Constant Gardener,Drama|Mystery|Thriller,1.4260680000000001,31/08/2005
Live and Become,Drama,0.75357,30/03/2005
Benny's Video,Horror|Crime|Drama,0.787087,14/04/1993
A Mighty Heart,Drama|Thriller,1.022464,01/01/2007
My Blueberry Nights,Drama|Romance,1.169511,16/05/2007
Paranoid Park,Mystery|Crime|Drama,0.787176,21/05/2007
Death Proof,Action|Thriller,3.6471,21/05/2007
Planet Terror,Horror|Action|Thriller,2.030754,06/04/2007
Lara Croft: Tomb Raider,Adventure|Fantasy|Action|Thriller,5.213222,11/06/2001
Lara Croft Tomb Raider: The Cradle of Life,Action|Adventure|Fantasy|Thriller,4.081281,21/07/2003
Two Brothers,Adventure|Drama|Family,1.386882,07/04/2004
In the Bedroom,Drama|Thriller,0.679404,23/11/2001
Aguirre: The Wrath of God,Adventure|Drama|History,2.17677,29/12/1972
We Own the Night,Drama|Crime|Thriller,0.9130659999999999,25/05/2007
The Last Mistress,Drama|Romance,0.633866,30/05/2007
Anatomy of Hell,Drama,1.172992,28/01/2004
Kebab Connection,Action|Comedy|Romance,0.778087,21/04/2004
Sister Act,Music|Comedy,2.395858,28/05/1992
"Bell, Book and Candle",Fantasy|Comedy|Romance,0.8766700000000001,25/12/1958
Lorenzo's Oil,Drama,0.852361,30/12/1992
The Promise,Fantasy|Drama|Action|Thriller|Romance,0.666024,15/12/2005
"4 Months, 3 Weeks and 2 Days",Drama,1.30936,24/08/2007
Persepolis,Animation|Drama,1.7892709999999998,23/05/2007
The Diving Bell and the Butterfly,Drama,2.6366709999999998,22/05/2007
The Edge of Heaven,Drama,1.635089,27/09/2007
Secret Sunshine,Drama,0.886136,23/05/2007
Days of Glory,Drama|History|War,0.965867,25/05/2006
No Good Deed,Action|Crime|Drama|Mystery|Thriller,1.568117,28/06/2002
The Wedding Planner,Comedy,1.238709,26/01/2001
Hard Target,Action|Adventure|Crime|Thriller,2.156504,20/08/1993
The Bachelor,Comedy,0.69793,05/11/1999
Mr. Deeds,Comedy|Romance,1.595713,28/06/2002
Hidalgo,Western|Adventure,1.635638,05/03/2004
The Patriot,Drama|History|War|Action,3.403287,28/06/2000
Hostage,Mystery|Drama|Thriller|Crime,2.134637,09/03/2005
Say Anything...,Comedy|Drama|Romance,0.9896280000000001,14/04/1989
Tanguy,Comedy,1.206505,21/11/2001
Training Day,Action|Crime|Drama|Thriller,3.8202580000000004,05/10/2001
Avalanche Express,Action|Thriller,1.333936,29/09/1979
Moonstruck,Comedy|Drama|Romance,2.513161,18/12/1987
Along Came a Spider,Crime|Mystery|Thriller|Action,2.2688770000000003,06/04/2001
The Lake House,Romance|Drama|Mystery,2.3475490000000003,16/06/2006
Unforgettable,Drama|Mystery|Science Fiction|Thriller,0.8300540000000001,23/02/1996
The Gift,Horror|Drama|Thriller|Mystery,1.214674,22/12/2000
The Real McCoy,Action|Crime|Drama|Thriller,1.579887,10/09/1993
"I, Robot",Action|Science Fiction,5.7652790000000005,15/07/2004
Mr. Holland's Opus,Drama|Family,0.7601720000000001,29/12/1995
Open Range,Western,2.707114,29/08/2003
The Station Agent,Drama|Comedy,0.781454,26/01/2003
Original Sin,Drama|Thriller|Mystery|Romance,2.969105,03/08/2001
Addicted to Love,Comedy|Romance,0.8447959999999999,23/05/1997
National Treasure,Adventure|Action|Thriller|Mystery,3.690984,19/11/2004
Pusher,Action|Crime|Drama|Thriller,1.155717,30/08/1996
Ratatouille,Animation|Comedy|Family|Fantasy,7.249655000000001,22/06/2007
While You Were Sleeping,Comedy|Drama|Romance,2.33947,21/04/1995
Mission to Mars,Science Fiction,1.6622130000000002,10/03/2000
The Whole Nine Yards,Comedy|Crime,3.3994440000000004,18/02/2000
Shattered,Mystery|Thriller,1.028192,11/10/1991
Flirting with Disaster,Comedy|Romance,0.8915549999999999,22/03/1996
Prizzi's Honor,Romance|Comedy|Crime|Drama,1.553821,14/06/1985
The Count,Comedy,0.515912,04/09/1916
Halloween,Horror,1.222779,31/08/2007
Birthday Girl,Comedy|Crime|Thriller,0.699937,06/09/2001
Romeo Must Die,Action|Crime|Thriller,1.975536,20/03/2000
Nick of Time,Crime|Drama|Thriller,1.238119,22/11/1995
The Getaway,Drama|Action|Thriller,1.4879799999999999,11/02/1994
Cutaway,Action|Thriller,0.954492,26/08/2000
The Badge,Crime|Thriller,0.964736,07/09/2002
Desert Saints,Thriller|Action,0.789565,10/03/2002
Viva Las Vegas,Comedy|Drama|Music|Romance,1.026511,20/05/1964
Raw Deal,Action|Crime|Thriller,1.1532879999999999,06/06/1986
The Last Castle,Action|Drama|Thriller,1.472423,19/10/2001
Solaris,Drama|Science Fiction|Mystery|Romance,1.5400989999999999,27/11/2002
American Pie,Comedy|Romance,4.172326,09/07/1999
L.A. Story,Comedy|Drama|Fantasy|Romance,1.6239700000000001,08/02/1991
The Breakfast Club,Comedy|Drama,6.245691000000001,15/02/1985
Rush Hour,Action|Comedy|Crime|Thriller,3.512436,18/09/1998
Wasabi,Drama|Action|Comedy,2.543531,31/10/2001
Payback,Drama|Action|Thriller|Crime,1.577191,05/02/1999
Final Fantasy: The Spirits Within,Adventure|Action|Animation|Fantasy|Science Fiction|Thriller,3.170256,02/07/2001
Out of Time,Thriller|Crime|Drama,2.32424,03/10/2003
L.A. Confidential,Crime|Drama|Mystery|Thriller,2.984624,19/09/1997
Days of Thunder,Adventure,2.319491,27/06/1990
The Whole Ten Yards,Comedy|Thriller|Crime,2.166183,07/04/2004
"Me, Myself & Irene",Comedy,3.5549129999999995,22/06/2000
Color of Night,Drama|Mystery|Romance|Thriller,2.53599,19/08/1994
The Perfect Storm,Drama,1.774687,15/03/2000
The Time Machine,Thriller|Adventure|Fantasy|Science Fiction|Romance,1.779608,17/08/1960
The Time Machine,Science Fiction|Adventure|Action,2.5741,04/03/2002
The Storm Riders,Fantasy|Action|Adventure,1.099068,18/07/1998
Kiss of the Dragon,Action|Crime|Thriller,3.1901650000000004,06/07/2001
Cop Land,Action|Crime|Drama,3.052413,15/08/1997
The Cotton Club,Music|Drama|Crime|Romance,0.9019520000000001,14/12/1984
Body of Evidence,Drama|Thriller|Romance,1.1531049999999998,15/01/1993
The Driver,Action|Crime|Drama|Thriller,0.572669,08/06/1978
Reindeer Games,Thriller,1.8385470000000002,25/02/2000
Lost in Space,Adventure|Family|Science Fiction,1.969886,03/04/1998
Fantastic Voyage,Adventure|Science Fiction,1.092738,24/08/1966
Breakdown,Drama|Action|Thriller,2.2021490000000004,02/05/1997
Stargate,Action|Adventure|Science Fiction,4.682409,27/10/1994
Liberty Stands Still,Thriller|Action|Drama,0.56755,18/01/2002
02:37,Drama,1.243426,26/05/2006
Wet Hot American Summer,Comedy,0.547097,27/07/2001
Pathfinder,Adventure,1.272558,01/09/1987
The Glass House,Drama|Thriller,0.9734379999999999,14/09/2001
Tenacious D in The Pick of Destiny,Comedy|Music,2.64135,22/11/2006
Big Trouble,Action|Comedy|Thriller,1.735153,05/04/2002
Alles nur Tarnung,Comedy,0.513138,14/11/1996
Tomboy,Comedy|Romance,0.8955200000000001,14/11/1985
My Tutor,Comedy|Drama|Romance,2.132478,04/03/1983
Death at a Funeral,Comedy|Drama,2.349792,09/02/2007
16 Blocks,Action|Adventure|Crime|Thriller,2.815345,01/03/2006
Earth Girls Are Easy,Music|Comedy|Drama|Romance|Science Fiction,1.3827120000000002,08/09/1988
Aimee & Jaguar,Drama|History|Romance,0.7569670000000001,10/02/1999
Nightwatch,Action|Drama|Horror|Mystery|Thriller,1.294877,31/01/1997
Hallam Foe,Drama|Comedy|Thriller,1.072271,16/02/2007
Malice,Drama|Crime,1.402276,29/09/1993
Unfaithful,Thriller|Drama,1.14293,10/05/2002
Eastern Promises,Thriller|Crime|Mystery,3.576137,14/09/2007
Valkyrie,Drama|Thriller|History|War,3.119675,25/12/2008
Chasing Amy,Comedy|Drama|Romance,1.951489,04/04/1997
The House of the Spirits,Romance|Drama,0.9792639999999999,19/10/1993
"Paris, je t'aime",Drama|Romance,0.7802720000000001,16/05/2006
The Last Mimzy,Adventure|Family,0.964354,09/02/2007
The Golden Compass,Adventure|Fantasy,3.6614,04/12/2007
Day Watch,Fantasy|Horror,1.9489020000000001,01/01/2006
Stardust,Adventure|Fantasy|Romance|Family,3.2823300000000004,09/08/2007
The Seeker: The Dark Is Rising,Adventure|Drama|Fantasy|Family|Thriller,0.547904,05/10/2007
The General's Daughter,Crime|Drama|Mystery|Thriller,2.1364389999999998,18/06/1999
Bicentennial Man,Comedy|Science Fiction,2.881225,17/12/1999
Big,Fantasy|Drama|Comedy|Romance|Family,2.635381,03/06/1988
À nos amours,Drama|Romance,0.675438,16/11/1983
Mr. Magorium's Wonder Emporium,Comedy,2.224056,14/11/2007
Closer,Drama|Romance,1.827769,01/12/2004
Cold Mountain,Drama,2.393896,24/12/2003
Jakob the Liar,Comedy|Drama|History,0.779937,16/09/1999
Jacob's Ladder,Drama|Mystery|Horror,2.095414,02/11/1990
Clerks,Comedy,2.5953779999999997,13/09/1994
Mallrats,Romance|Comedy,2.4681830000000002,20/10/1995
Jay and Silent Bob Strike Back,Comedy,2.372288,22/08/2001
Clerks II,Comedy,1.386578,25/05/2006
Kafka,Comedy|Drama|Mystery,0.7592899999999999,15/11/1991
Space Jam,Animation|Comedy|Drama|Family|Fantasy,3.305047,15/11/1996
Inkheart,Adventure|Family|Fantasy,2.577226,11/12/2008
Beowulf,Adventure|Action|Animation,3.4464919999999997,05/11/2007
In the Name of the King: A Dungeon Siege Tale,Adventure|Fantasy|Action|Drama,1.378331,29/11/2007
Prime,Comedy|Drama|Romance,1.347681,21/09/2005
Executive Decision,Action|Adventure|Drama|Thriller,2.887138,15/03/1996
Married to the Mob,Comedy|Crime|Romance,1.998255,19/08/1988
Sneakers,Adventure|Drama|Action|Comedy|Thriller|Crime|Mystery,1.502353,09/09/1992
Field of Dreams,Drama|Fantasy,1.499015,21/04/1989
Leningrad,War|Drama,0.588445,01/01/2009
Taxi,Thriller|Action,2.894091,04/04/1998
Jesus,History|Drama,0.712025,25/12/1999
Taxi 2,Action|Comedy|Crime,1.9578779999999998,24/03/2000
Buddenbrooks,Drama,0.5356449999999999,25/12/2008
Taxi 3,Action|Comedy,1.586042,29/01/2003
Taxi 4,Action|Comedy,2.042751,10/02/2007
Holy Matrimony,Comedy,0.552229,08/04/1994
Reign Over Me,Drama,2.258021,23/03/2007
10 Items or Less,Comedy|Drama,1.599218,11/09/2006
Sicko,Documentary,1.529691,18/05/2007
The Lark Farm,History|Drama,0.6552859999999999,01/01/2007
Westworld,Action|Adventure|Drama|Horror|Science Fiction|Thriller|Western,1.687295,22/10/1973
Topaz,Action|Drama|Mystery|Thriller,0.88395,18/12/1969
The Bear,Adventure|Drama|Family,0.996924,21/10/1988
Asterix at the Olympic Games,Fantasy|Adventure|Comedy|Family,1.976479,13/01/2008
Joseph,Fantasy,0.709588,16/04/1995
Jesus of Nazareth,Drama|History,1.625466,27/03/1977
The Greatest Story Ever Told,Drama|History,0.691858,15/02/1965
The Young Girls of Rochefort,Music|Romance|Drama|Comedy,0.5479189999999999,08/03/1967
Double Dragon,Action|Adventure|Comedy|Science Fiction,1.006307,04/11/1994
Joint Security Area,War|Drama|Thriller,1.5579530000000001,09/09/2000
Cows,Drama,0.8900020000000001,26/02/1992
Harley Davidson and the Marlboro Man,Action|Thriller,1.185916,23/08/1991
The Chronicles of Narnia: Prince Caspian,Adventure|Family|Fantasy,4.826058,15/05/2008
Running Out of Time,Drama|Action|Thriller|Crime,1.861087,23/09/1999
Tie Me Up! Tie Me Down!,Comedy|Crime|Drama|Romance,1.121361,12/12/1989
Belle Époque,Comedy|Drama|Romance,0.85746,04/12/1992
Eragon,Fantasy|Action|Adventure|Family,1.6777549999999999,14/12/2006
Lady Snowblood,Action|Drama|Thriller,0.583605,01/12/1973
The Princess Bride,Adventure|Family|Fantasy|Comedy|Romance,3.9184879999999995,18/09/1987
The Bourne Identity,Action|Drama|Mystery|Thriller,6.801922,14/06/2002
The Bourne Supremacy,Action|Drama|Thriller,4.5204889999999995,23/07/2004
The Bourne Ultimatum,Action|Drama|Mystery|Thriller,4.254787,03/08/2007
Our Mother's House,Drama,0.7981229999999999,09/10/1967
The Bible: In the Beginning...,Drama,1.075761,28/09/1966
Spanglish,Comedy,1.3042,17/12/2004
Joe Versus the Volcano,Fantasy|Comedy|Science Fiction|Romance,0.968878,09/03/1990
Time to Leave,Drama,0.8312219999999999,16/05/2005
The Aviator,Drama,3.105723,17/12/2004
The Tailor of Panama,Drama|Thriller,0.511997,11/02/2001
The Diary of Anne Frank,Drama|History,1.115276,18/03/1959
Code 46,Drama|Romance|Science Fiction|Thriller,1.110185,02/09/2003
Born on the Fourth of July,Drama|War,4.759809,20/12/1989
Short Circuit,Comedy|Family|Science Fiction,2.936928,09/05/1986
"Planes, Trains and Automobiles",Comedy,1.088814,26/11/1987
Mr. Destiny,Fantasy|Comedy|Science Fiction|Romance,1.2601,12/10/1990
Prelude to a Kiss,Drama|Comedy|Romance,1.567021,10/07/1992
Innerspace,Action|Comedy|Science Fiction,2.361787,30/06/1987
Uncle Buck,Comedy|Drama|Family,1.142083,16/08/1989
The Great Outdoors,Comedy,1.677657,17/06/1988
Splash,Comedy|Fantasy|Romance,2.035438,09/03/1984
Armed and Dangerous,Action|Comedy|Crime,1.350065,15/08/1986
Return to Me,Romance|Comedy|Drama,0.97411,07/04/2000
An Officer and a Gentleman,Drama|Romance,1.63499,28/07/1982
The Specialist,Action|Thriller,1.543988,07/10/1994
The Mothman Prophecies,Drama|Horror|Mystery,1.507887,25/01/2002
Deconstructing Harry,Comedy|Drama,0.7312,26/08/1997
Heathers,Comedy|Drama,1.919858,01/10/1988
Two Weeks Notice,Romance|Comedy,1.749973,19/12/2002
Aces Go Places III: Our Man from Bond Street,Action|Comedy,0.722951,25/01/1984
The Game,Drama|Thriller|Mystery,3.049903,12/09/1997
Hard Candy,Drama|Thriller,2.1097650000000003,14/01/2005
In the Mouth of Madness,Horror|Mystery|Thriller,2.033823,12/12/1994
What Lies Beneath,Drama|Horror|Mystery|Thriller,2.840713,21/07/2000
Pleasantville,Fantasy|Drama|Comedy,2.309837,17/09/1998
Batman,Family|Adventure|Comedy|Science Fiction|Crime,1.323959,30/07/1966
House of 1000 Corpses,Horror,1.239692,11/04/2003
Airplane II: The Sequel,Comedy,1.7117650000000002,10/12/1982
Dark City,Mystery|Science Fiction,4.077925,27/02/1998
The Blair Witch Project,Horror|Mystery,2.8268299999999997,14/07/1999
Sleepy Hollow,Drama|Fantasy|Thriller|Mystery,3.6023059999999996,18/11/1999
The Bounty,Action|Drama|History,1.909775,04/05/1984
Stephen King's It,Fantasy|Drama|Horror,4.308544,18/11/1990
Ringu,Horror|Thriller,1.928435,31/01/1998
Signs,Drama|Thriller|Science Fiction|Mystery,2.391707,02/08/2002
Memoirs of an Invisible Man,Comedy|Fantasy|Science Fiction,0.546982,28/02/1992
Irma la Douce,Comedy|Romance,0.7470180000000001,05/06/1963
Evan Almighty,Fantasy|Comedy|Family,2.1230119999999997,09/06/2007
Titanic,Action|Drama|Romance,0.747,17/11/1996
Esther,History|Drama,0.693029,29/03/1999
St. Paul,Drama,0.526927,03/12/2000
Jacob,History|Drama,0.531262,04/12/1994
Moses,Drama,0.702334,20/12/1995
Z,Drama|Thriller,0.9276989999999999,26/02/1969
The Other Side of the Bed,Romance|Drama,0.5551,27/04/2002
Postal,Action|Comedy,0.7921189999999999,11/08/2007
Indochine,Drama|Romance,0.951939,15/04/1992
David,Drama|History,0.699054,23/03/1997
Naked Lunch,Drama,0.9229229999999999,27/12/1991
15 Minutes,Action|Crime|Thriller,1.41715,01/03/2001
24 Hour Party People,Comedy|Drama,0.71102,13/02/2002
40 Days and 40 Nights,Comedy|Romance,1.658163,01/03/2002
About Schmidt,Drama|Comedy,2.791776,13/12/2002
The Abyss,Adventure|Action|Thriller|Science Fiction,2.634071,09/08/1989
Adaptation.,Comedy|Crime|Drama,1.4396879999999999,06/12/2002
Addams Family Values,Comedy|Family|Fantasy,3.190649,19/11/1993
"The Adventures of Priscilla, Queen of the Desert",Drama|Comedy,1.9926599999999999,31/05/1994
The Lodger: A Story of the London Fog,Crime|Drama|Thriller,0.5299729999999999,14/02/1927
Young and Innocent,Drama|Crime,0.714641,01/11/1937
The Lovers on the Bridge,Drama|Romance,0.772594,16/10/1991
American Gigolo,Thriller|Drama|Crime|Romance,1.2369940000000001,08/02/1980
An American in Paris,Drama|Comedy|Music|Romance,1.412409,08/08/1951
American Pie 2,Comedy|Romance,3.137722,10/08/2001
American Splendor,Comedy|Drama,1.399058,15/08/2003
Birdcage Inn,Drama,0.559095,31/10/1998
Clifford,Comedy|Family,0.988719,01/04/1994
The Curse of the Jade Scorpion,Comedy|Crime|Mystery|Romance|Thriller,0.771504,05/08/2001
Pierrot le Fou,Drama|Thriller,0.814461,29/08/1965
Pitch Black,Thriller|Science Fiction|Action,1.905935,18/02/2000
Reality Bites,Drama,1.388578,18/02/1994
The Chronicles of Riddick,Action|Science Fiction,1.8800290000000002,11/06/2004
Rumor Has It...,Comedy,1.740918,23/12/2005
Same Old Song,Drama|Comedy|Romance,0.6315430000000001,12/11/1997
Deed Poll,Thriller,0.818148,05/12/2004
My Boss's Daughter,Comedy|Romance,1.967587,21/08/2003
Identity,Mystery|Thriller,4.608008,25/04/2003
A Very Long Engagement,War|Drama|Mystery|Romance,0.835722,26/10/2004
Claire's Knee,Drama|Romance,0.795216,11/12/1970
Hunting and Gathering,Romance|Drama,2.144956,10/02/2007
And the Band Played On,Drama,0.975015,11/09/1993
The Apostle,Drama,0.935169,09/10/1997
Around the World in Eighty Days,Adventure|Comedy|Family|Fantasy|Romance,1.9568869999999998,17/10/1956
As Good as It Gets,Comedy|Romance,2.778432,19/12/1997
Asterix & Obelix: Mission Cleopatra,Family|Fantasy|Comedy|Adventure,2.752545,29/01/2002
The Astronaut's Wife,Drama|Science Fiction|Thriller,2.887575,26/08/1999
The Addams Family,Horror|Comedy|Fantasy,3.042957,22/11/1991
The Last Drop,Action|Crime|History|War,1.193109,23/05/2005
Backdraft,Action|Crime|Drama|Mystery|Thriller,2.7660150000000003,24/05/1991
The First Wives Club,Comedy,1.984851,20/09/1996
The Three Musketeers,Action|Adventure|Comedy|Drama,1.293504,11/12/1973
Michael,Comedy|Drama|Fantasy,1.558557,25/12/1996
License to Wed,Comedy,1.457753,04/07/2007
"20,000 Leagues Under the Sea",Adventure|Fantasy|Action|Science Fiction,1.562014,11/05/1997
Hairspray,Comedy|Music|Romance,3.3149050000000004,13/07/2007
Becoming Jane,Drama|Romance,2.332689,02/03/2007
Ghostbusters II,Comedy|Fantasy,3.6244300000000003,15/06/1989
The Lost World,Adventure|Fantasy|Science Fiction,1.214451,13/07/1960
A Countess from Hong Kong,Comedy|Romance,0.778766,05/01/1967
Roar,Adventure|Thriller,0.574307,12/11/1981
Pacific Heights,Crime|Thriller,1.115781,28/09/1990
Danger: Diabolik,Action|Comedy,0.7694850000000001,23/01/1968
Zabriskie Point,Drama|Romance,1.034191,09/02/1970
How to Steal a Million,Comedy|Crime|Romance,2.499478,13/07/1966
The Lost World,Adventure|Fantasy|Science Fiction,0.771794,25/12/2001
The Trial,Crime|Drama,1.130937,21/12/1962
Good Neighbor Sam,Comedy,0.8228709999999999,22/07/1964
The Man Between,Thriller,0.7462449999999999,18/11/1953
Dr. Jekyll and Mr. Hyde,Horror|Science Fiction,1.254472,31/12/1931
1408,Horror|Thriller,1.9966150000000003,12/07/2007
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,Comedy|Horror|Science Fiction,0.6758,01/08/1953
The Two Faces of Dr. Jekyll,Horror|Science Fiction|Romance,0.529224,24/10/1960
Experiment in Evil,Drama|Horror,0.566814,01/01/1959
Jekyll and Hyde ... Together Again,Comedy|Horror|Science Fiction,0.564966,10/11/1982
Island of Lost Souls,Adventure|Horror|Science Fiction,1.210641,01/12/1932
Gods and Monsters,Drama,1.1575520000000001,21/01/1998
Young Frankenstein,Comedy|Science Fiction,2.755334,15/12/1974
Frankenstein,Drama|Horror|Science Fiction,2.900619,21/11/1931
Mary Shelley's Frankenstein,Drama|Horror|Science Fiction|Romance,2.057171,04/11/1994
Yella,Drama|Romance,1.553124,14/02/2007
Night Watch,Fantasy|Action|Thriller,1.911152,27/06/2004
In Bed,Drama|Romance,0.699759,03/08/2005
Flesh for Frankenstein,Horror,0.592997,30/11/1973
Ace Ventura: Pet Detective,Comedy|Mystery,3.8177849999999998,04/02/1994
Doctor Dolittle,Comedy|Family|Fantasy,2.18906,22/06/1998
Eye of the Devil,Crime|Horror|Mystery,0.747419,01/07/1966
Don't Make Waves,Comedy,0.5892,20/06/1967
The Fearless Vampire Killers,Comedy|Horror,1.8168950000000001,01/02/1967
Valley of the Dolls,Music|Drama|Romance,0.75371,27/12/1967
Frankenstein,Drama|Horror|Science Fiction|Mystery,0.6026729999999999,05/10/2004
Intolerance,Drama,0.597571,04/09/1916
42nd Street,Music|Comedy|Romance,0.5282899999999999,02/02/1933
Duck Soup,Comedy,0.793135,17/11/1933
Chances Are,Fantasy|Comedy|Science Fiction|Romance,0.8633370000000001,10/03/1989
Frankenstein Unbound,Drama|Horror|Science Fiction,0.572327,02/11/1990
Abbott and Costello Meet Frankenstein,Comedy|Horror,1.4127969999999999,15/06/1948
The Ghost of Frankenstein,Fantasy|Horror|Science Fiction,0.9830450000000001,13/03/1942
Frankenstein Meets the Wolf Man,Fantasy|Horror|Science Fiction,0.698569,05/03/1943
Son of Frankenstein,Horror|Science Fiction,0.878603,13/01/1939
It Happened One Night,Comedy|Romance,1.299344,22/02/1934
The Curse of Frankenstein,Horror|Science Fiction,0.9304790000000001,02/05/1957
Top Hat,Comedy|Music|Romance,1.569126,06/09/1935
Modern Times,Drama|Comedy,2.9773110000000003,05/02/1936
Mr. Smith Goes to Washington,Comedy|Drama,0.941442,19/10/1939
Wuthering Heights,Drama|Fantasy|History|Romance,0.6867409999999999,13/04/1939
His Girl Friday,Comedy|Drama|Romance,1.4020620000000001,18/01/1940
The Lady Eve,Comedy|Romance,0.969995,25/02/1941
Yankee Doodle Dandy,Drama|Music,0.531317,06/06/1942
My Darling Clementine,Drama|Western,0.928587,03/12/1946
Red River,Western,0.671744,26/08/1948
The Treasure of the Sierra Madre,Action|Adventure|Drama|Western,1.331053,24/01/1948
Basic Instinct 2,Crime|Mystery|Thriller,3.289428,29/03/2006
"The Tulse Luper Suitcases, Part 1: The Moab Story",War|Drama|History|Adventure|Romance|Thriller,0.508984,24/05/2003
I Love You to Death,Action|Comedy|Crime,0.827132,06/04/1990
Frankenstein Created Woman,Horror|Science Fiction,1.16293,15/03/1967
Frankenstein: The True Story,Drama|Horror|Science Fiction|TV Movie,0.606903,28/11/1973
Destroy All Monsters,Action|Science Fiction|Thriller|Horror,1.004752,01/08/1968
The Quiet Man,Comedy|Drama|Romance,1.133481,21/07/1952
Shane,Drama|Western,1.161942,23/04/1953
A Star Is Born,Drama|Music|Romance,0.862233,29/09/1954
The Night of the Hunter,Thriller|Crime,1.357861,03/04/1955
The Searchers,Western,2.759639,13/03/1956
Midnight Cowboy,Drama,2.251116,25/05/1969
Frankenstein and the Monster from Hell,Horror|Science Fiction,0.5165930000000001,31/03/1973
Nashville,Drama|Music,1.404634,11/06/1975
Lady Frankenstein,Horror|Science Fiction,0.569729,22/10/1971
The Evil of Frankenstein,Horror|Science Fiction,0.521517,08/04/1964
Alvin and the Chipmunks meet Frankenstein,Animation|Comedy,1.541739,28/09/1999
Gangs of New York,Drama|History|Crime,4.3160169999999995,14/12/2002
