year,city,direction,dist,depth,richter
2003,bingol,west,0.1,10.0,0.0
2007,kocaeli,west,0.1,5.2,4.0
1978,manisa,south_west,0.1,0.0,0.0
1997,sivas,south_west,0.1,10.0,0.0
2000,sakarya,south_west,0.1,7.0,0.0
2005,mugla,south_west,0.1,32.8,0.0
2012,van,south_west,0.1,9.4,4.5
1987,balikesir,south_east,0.1,26.0,0.0
2000,kirikkale,south_east,0.1,1.0,0.0
2011,van,south_east,0.1,3.1,4.2
2013,kahramanmaras,south_east,0.1,9.5,3.5
1989,mugla,south,0.1,9.0,0.0
1999,adiyaman,south,0.1,13.0,0.0
1999,duzce,south,0.1,9.0,0.0
1984,antalya,north_west,0.1,15.0,0.0
2011,kutahya,north_west,0.1,7.2,3.9
1971,burdur,north_east,0.1,5.0,0.0
1985,manisa,north_east,0.1,4.0,0.0
1997,erzincan,north_east,0.1,26.0,0.0
2005,hatay,north_east,0.1,22.0,4.1
1966,mus,east,0.1,14.0,4.7
1990,denizli,east,0.1,5.0,0.0
1990,denizli,east,0.1,6.0,0.0
1985,manisa,west,0.2,5.0,0.0
1988,canakkale,west,0.2,14.0,0.0
1999,bolu,west,0.2,4.0,0.0
2006,erzincan,west,0.2,3.3,0.0
1966,mus,south_west,0.2,50.0,4.7
1966,sakarya,south_west,0.2,31.0,4.3
1967,mugla,south_west,0.2,54.0,4.6
1975,manisa,south_west,0.2,9.0,4.2
1977,kutahya,south_west,0.2,0.0,0.0
1984,manisa,south_west,0.2,10.0,0.0
1996,tokat,south_west,0.2,31.0,0.0
1997,hatay,south_west,0.2,18.0,0.0
1999,duzce,south_west,0.2,2.0,0.0
2000,denizli,south_west,0.2,8.0,0.0
2005,van,south_west,0.2,9.0,0.0
2008,sanliurfa,south_west,0.2,9.5,0.0
2008,corum,south_west,0.2,8.5,4.5
2012,balikesir,south_west,0.2,7.2,3.9
2012,canakkale,south_west,0.2,12.0,4.3
1974,burdur,south_east,0.2,34.0,4.0
1974,izmir,south_east,0.2,5.0,0.0
1976,kutahya,south_east,0.2,24.0,4.4
1978,sakarya,south_east,0.2,0.0,0.0
1979,gumushane,south_east,0.2,11.0,0.0
1994,manisa,south_east,0.2,4.0,0.0
1996,mugla,south_east,0.2,5.0,0.0
1996,amasya,south_east,0.2,2.0,0.0
1997,batman,south_east,0.2,0.0,0.0
1999,cankiri,south_east,0.2,1.0,0.0
1999,sakarya,south_east,0.2,11.0,0.0
2001,osmaniye,south_east,0.2,14.0,0.0
2002,manisa,south_east,0.2,8.0,0.0
2007,elazig,south_east,0.2,5.3,0.0
2007,elazig,south_east,0.2,5.0,3.7
2017,canakkale,south_east,0.2,10.8,3.6
1993,canakkale,south,0.2,10.0,0.0
1994,izmir,south,0.2,5.0,0.0
2006,elazig,south,0.2,7.0,3.8
2014,izmir,south,0.2,17.7,4.1
1967,sakarya,north_west,0.2,33.0,4.2
1970,kutahya,north_west,0.2,10.0,4.2
1970,kutahya,north_west,0.2,22.0,4.2
1974,van,north_west,0.2,28.0,4.4
1981,bursa,north_west,0.2,7.0,0.0
1984,erzurum,north_west,0.2,45.0,0.0
1996,bingol,north_west,0.2,22.0,0.0
1999,duzce,north_west,0.2,16.0,0.0
2003,van,north_west,0.2,9.0,0.0
2003,erzurum,north_west,0.2,10.0,0.0
2005,tokat,north_west,0.2,5.0,4.2
2008,erzurum,north_west,0.2,5.0,4.0
2011,van,north_west,0.2,6.0,3.9
2013,balikesir,north_west,0.2,1.7,3.6
2017,canakkale,north_west,0.2,12.4,3.5
1984,bursa,north_east,0.2,5.0,0.0
1988,aydin,north_east,0.2,19.0,3.9
1989,mugla,north_east,0.2,9.0,0.0
1989,mugla,north_east,0.2,10.0,0.0
1989,izmir,north_east,0.2,10.0,0.0
1990,mugla,north_east,0.2,5.0,3.7
1997,zonguldak,north_east,0.2,4.0,0.0
1998,kocaeli,north_east,0.2,16.0,0.0
1999,duzce,north_east,0.2,10.0,0.0
1999,duzce,north_east,0.2,10.0,0.0
1999,sakarya,north_east,0.2,7.0,0.0
2003,karabuk,north_east,0.2,9.0,3.7
2005,samsun,north_east,0.2,10.9,0.0
2011,kutahya,north_east,0.2,4.8,3.8
2011,van,north_east,0.2,5.0,3.5
2011,van,north_east,0.2,5.0,3.7
2012,kahramanmaras,north_east,0.2,3.0,3.6
2017,van,north_east,0.2,2.1,3.3
2006,malatya,north,0.2,7.2,0.0
1997,amasya,east,0.2,3.0,0.0
1949,karabuk,west,0.3,20.0,5.0
1974,tekirdag,west,0.3,5.0,0.0
1984,manisa,west,0.3,10.0,3.7
2004,bursa,west,0.3,8.0,3.5
2007,balikesir,west,0.3,7.7,3.6
1949,sakarya,south_west,0.3,10.0,4.7
1986,kutahya,south_west,0.3,2.0,0.0
1994,manisa,south_west,0.3,8.0,0.0
1996,izmir,south_west,0.3,31.0,0.0
1996,amasya,south_west,0.3,7.0,0.0
2000,malatya,south_west,0.3,4.0,0.0
2011,van,south_west,0.3,6.0,3.5
2012,kahramanmaras,south_west,0.3,10.5,5.0
2012,kahramanmaras,south_west,0.3,10.8,4.5
1955,aydin,south_east,0.3,40.0,6.3
1977,burdur,south_east,0.3,0.0,0.0
1980,kutahya,south_east,0.3,10.0,0.0
1986,igdir,south_east,0.3,33.0,0.0
1991,manisa,south_east,0.3,2.0,0.0
1992,mugla,south_east,0.3,10.0,0.0
1999,duzce,south_east,0.3,10.0,0.0
1999,duzce,south_east,0.3,5.0,0.0
2001,kirikkale,south_east,0.3,14.0,0.0
2005,hakkari,south_east,0.3,7.8,0.0
2007,elazig,south_east,0.3,3.1,0.0
2007,kahramanmaras,south_east,0.3,8.9,3.5
2009,ankara,south_east,0.3,5.0,3.7
2011,van,south_east,0.3,6.0,3.5
2012,kutahya,south_east,0.3,5.0,4.0
2012,sirnak,south_east,0.3,3.4,4.3
2013,sakarya,south_east,0.3,13.8,3.5
2015,kahramanmaras,south_east,0.3,7.7,4.1
1999,sakarya,south,0.3,14.0,0.0
2000,elazig,south,0.3,0.0,0.0
2000,aydin,south,0.3,5.0,0.0
2002,diyarbakir,south,0.3,5.0,0.0
2011,kutahya,south,0.3,9.9,4.6
1930,kirsehir,north_west,0.3,30.0,4.9
1964,van,north_west,0.3,42.0,4.5
1964,van,north_west,0.3,42.0,4.6
1967,cankiri,north_west,0.3,33.0,4.5
1970,kutahya,north_west,0.3,10.0,4.3
1976,kutahya,north_west,0.3,0.0,3.6
1983,balikesir,north_west,0.3,9.0,0.0
1986,bursa,north_west,0.3,8.0,4.2
1989,izmir,north_west,0.3,9.0,0.0
1995,afyonkarahisar,north_west,0.3,6.0,0.0
1995,sivas,north_west,0.3,8.0,0.0
1999,duzce,north_west,0.3,8.0,0.0
2002,malatya,north_west,0.3,6.0,0.0
2003,elazig,north_west,0.3,10.0,0.0
2007,sivas,north_west,0.3,3.7,0.0
2009,kastamonu,north_west,0.3,5.0,4.5
2015,manisa,north_west,0.3,4.5,3.5
2016,sivas,north_west,0.3,2.5,4.1
1964,bursa,north_east,0.3,10.0,4.9
1970,kutahya,north_east,0.3,30.0,5.1
1970,kutahya,north_east,0.3,29.0,4.6
1971,burdur,north_east,0.3,8.0,4.6
1974,kutahya,north_east,0.3,16.0,0.0
1977,balikesir,north_east,0.3,10.0,4.1
1983,burdur,north_east,0.3,0.0,0.0
1983,bartin,north_east,0.3,10.0,0.0
1983,denizli,north_east,0.3,6.0,0.0
1986,manisa,north_east,0.3,10.0,0.0
1990,balikesir,north_east,0.3,1.0,0.0
1992,aydin,north_east,0.3,12.0,0.0
1995,denizli,north_east,0.3,9.0,0.0
1997,denizli,north_east,0.3,8.0,0.0
1999,sakarya,north_east,0.3,5.0,0.0
1999,duzce,north_east,0.3,25.0,0.0
1999,sakarya,north_east,0.3,10.0,0.0
2000,konya,north_east,0.3,4.0,0.0
2003,bingol,north_east,0.3,5.0,0.0
2003,mugla,north_east,0.3,5.0,4.0
2004,isparta,north_east,0.3,16.0,0.0
2006,mugla,north_east,0.3,6.4,3.6
2007,balikesir,north_east,0.3,6.8,3.6
2011,bolu,north_east,0.3,5.0,3.9
2011,kutahya,north_east,0.3,5.4,4.4
2016,manisa,north_east,0.3,8.4,3.6
1983,aydin,north,0.3,0.0,0.0
1991,kars,north,0.3,10.0,0.0
1995,afyonkarahisar,north,0.3,7.0,0.0
2013,van,north,0.3,5.0,4.0
2017,canakkale,north,0.3,5.2,3.7
1970,kutahya,east,0.3,35.0,4.2
1977,agri,east,0.3,38.0,0.0
1991,kutahya,east,0.3,4.0,0.0
1999,sakarya,east,0.3,6.0,0.0
2004,bitlis,east,0.3,5.0,0.0
1943,batman,west,0.4,100.0,4.8
1968,bingol,west,0.4,8.0,5.0
1999,sakarya,west,0.4,11.0,0.0
2007,elazig,west,0.4,8.5,0.0
2008,canakkale,west,0.4,9.7,4.0
2008,sanliurfa,west,0.4,10.8,3.9
2017,adiyaman,west,0.4,18.5,3.8
1975,diyarbakir,south_west,0.4,2.0,0.0
1977,izmir,south_west,0.4,0.0,0.0
1978,konya,south_west,0.4,0.0,0.0
1984,aydin,south_west,0.4,33.0,0.0
1986,balikesir,south_west,0.4,11.0,0.0
1988,manisa,south_west,0.4,7.0,0.0
1989,isparta,south_west,0.4,5.0,0.0
1993,kutahya,south_west,0.4,11.0,0.0
1995,tunceli,south_west,0.4,2.0,0.0
1996,malatya,south_west,0.4,0.0,0.0
1999,duzce,south_west,0.4,9.0,0.0
2000,sakarya,south_west,0.4,12.0,0.0
2001,duzce,south_west,0.4,9.0,0.0
2007,bingol,south_west,0.4,5.0,5.4
2008,konya,south_west,0.4,5.1,3.4
2011,van,south_west,0.4,3.9,4.1
2013,adiyaman,south_west,0.4,7.9,3.5
2014,manisa,south_west,0.4,16.0,4.0
2015,van,south_west,0.4,2.1,4.0
2017,van,south_west,0.4,5.5,3.6
1967,istanbul,south_east,0.4,10.0,4.4
1970,kutahya,south_east,0.4,17.0,4.3
1971,burdur,south_east,0.4,43.0,0.0
1972,kocaeli,south_east,0.4,5.0,0.0
1974,izmir,south_east,0.4,5.0,0.0
1976,kutahya,south_east,0.4,33.0,0.0
1983,bursa,south_east,0.4,10.0,0.0
1986,malatya,south_east,0.4,19.0,0.0
1987,diyarbakir,south_east,0.4,33.0,0.0
1992,erzincan,south_east,0.4,10.0,0.0
1993,diyarbakir,south_east,0.4,15.0,0.0
1995,antalya,south_east,0.4,31.0,0.0
1996,amasya,south_east,0.4,3.0,0.0
1996,sivas,south_east,0.4,0.0,0.0
1997,balikesir,south_east,0.4,7.0,0.0
1999,duzce,south_east,0.4,16.0,0.0
1999,duzce,south_east,0.4,6.0,0.0
1999,duzce,south_east,0.4,10.0,0.0
2003,denizli,south_east,0.4,5.0,0.0
2003,bingol,south_east,0.4,7.0,0.0
2005,malatya,south_east,0.4,9.4,5.3
2006,sakarya,south_east,0.4,8.7,4.5
2008,diyarbakir,south_east,0.4,5.0,0.0
2010,diyarbakir,south_east,0.4,12.0,3.8
2012,malatya,south_east,0.4,5.0,3.6
2012,kastamonu,south_east,0.4,8.4,3.6
2013,mus,south_east,0.4,12.9,5.1
2014,bitlis,south_east,0.4,6.9,3.9
1990,burdur,south,0.4,25.0,0.0
1995,afyonkarahisar,south,0.4,8.0,0.0
1999,duzce,south,0.4,9.0,0.0
2001,van,south,0.4,10.0,0.0
2003,duzce,south,0.4,10.0,0.0
2006,antalya,south,0.4,22.0,3.7
2011,van,south,0.4,5.0,3.6
1967,kocaeli,north_west,0.4,33.0,4.2
1970,manisa,north_west,0.4,56.0,4.6
1976,kutahya,north_west,0.4,33.0,0.0
1977,balikesir,north_west,0.4,0.0,0.0
1981,balikesir,north_west,0.4,0.0,0.0
1982,aydin,north_west,0.4,11.0,3.8
1983,erzurum,north_west,0.4,32.0,0.0
1985,bursa,north_west,0.4,10.0,4.5
1991,mugla,north_west,0.4,1.0,3.8
1991,yalova,north_west,0.4,10.0,0.0
1994,mugla,north_west,0.4,8.0,0.0
1994,mugla,north_west,0.4,6.0,0.0
1997,aydin,north_west,0.4,9.0,0.0
1998,elazig,north_west,0.4,1.0,0.0
2000,bingol,north_west,0.4,0.0,0.0
2002,yozgat,north_west,0.4,5.0,0.0
2002,erzurum,north_west,0.4,1.0,0.0
2003,balikesir,north_west,0.4,15.0,0.0
2005,mugla,north_west,0.4,14.2,5.0
2005,bitlis,north_west,0.4,9.5,0.0
2006,mugla,north_west,0.4,3.2,3.3
2007,manisa,north_west,0.4,10.5,4.0
2012,kutahya,north_west,0.4,5.4,3.9
2012,van,north_west,0.4,5.0,4.4
2012,adana,north_west,0.4,8.6,3.8
2015,bingol,north_west,0.4,5.0,3.6
1944,cankiri,north_east,0.4,10.0,5.1
1976,tunceli,north_east,0.4,53.0,0.0
1977,canakkale,north_east,0.4,0.0,0.0
1977,canakkale,north_east,0.4,10.0,0.0
1979,cankiri,north_east,0.4,10.0,0.0
1988,mugla,north_east,0.4,10.0,0.0
1997,hatay,north_east,0.4,23.0,0.0
1999,tokat,north_east,0.4,2.0,0.0
2006,konya,north_east,0.4,2.6,3.8
2009,konya,north_east,0.4,3.2,0.0
2011,kutahya,north_east,0.4,7.6,4.0
2012,kahramanmaras,north_east,0.4,8.8,3.5
2012,sakarya,north_east,0.4,2.8,3.6
2013,bolu,north_east,0.4,7.6,4.8
1976,kutahya,north,0.4,25.0,0.0
2004,amasya,north,0.4,10.0,3.9
1978,izmir,east,0.4,10.0,0.0
1993,bursa,east,0.4,15.0,0.0
1995,afyonkarahisar,east,0.4,0.0,0.0
1998,afyonkarahisar,east,0.4,3.0,0.0
1999,duzce,east,0.4,10.0,0.0
1999,duzce,east,0.4,5.0,0.0
2004,erzincan,east,0.4,5.0,0.0
2004,erzurum,east,0.4,7.0,0.0
1943,cankiri,west,0.5,40.0,4.9
1967,cankiri,west,0.5,13.0,4.6
1969,mus,west,0.5,52.0,5.1
1983,sakarya,west,0.5,23.0,0.0
1986,yozgat,west,0.5,10.0,0.0
1997,osmaniye,west,0.5,10.0,0.0
1998,elazig,west,0.5,0.0,0.0
1999,mugla,west,0.5,23.0,0.0
2004,erzurum,west,0.5,10.0,0.0
2004,corum,west,0.5,1.0,0.0
2007,bingol,west,0.5,5.0,0.0
2013,van,west,0.5,5.0,4.0
2017,manisa,west,0.5,11.8,5.3
1967,sakarya,south_west,0.5,10.0,4.4
1967,sakarya,south_west,0.5,10.0,4.3
1967,sakarya,south_west,0.5,10.0,4.4
1967,sakarya,south_west,0.5,6.0,4.7
1967,sakarya,south_west,0.5,10.0,4.2
1967,sakarya,south_west,0.5,10.0,4.1
1967,sakarya,south_west,0.5,10.0,4.3
1972,antalya,south_west,0.5,5.0,0.0
1976,izmir,south_west,0.5,0.0,0.0
1981,canakkale,south_west,0.5,0.0,3.6
1988,denizli,south_west,0.5,10.0,0.0
1989,bursa,south_west,0.5,11.0,0.0
1992,ankara,south_west,0.5,10.0,0.0
1994,izmir,south_west,0.5,17.0,0.0
1996,amasya,south_west,0.5,3.0,0.0
1998,amasya,south_west,0.5,2.0,0.0
1999,izmir,south_west,0.5,19.0,0.0
1999,duzce,south_west,0.5,10.0,0.0
1999,duzce,south_west,0.5,4.0,0.0
2000,adana,south_west,0.5,9.0,0.0
2001,balikesir,south_west,0.5,7.0,0.0
2002,izmir,south_west,0.5,10.0,0.0
2004,elazig,south_west,0.5,10.0,0.0
2005,mugla,south_west,0.5,8.5,4.0
2006,elazig,south_west,0.5,5.4,0.0
2009,kutahya,south_west,0.5,4.2,3.7
2011,erzincan,south_west,0.5,5.0,4.4
2011,van,south_west,0.5,5.0,3.9
2012,van,south_west,0.5,5.0,3.6
2013,van,south_west,0.5,8.0,4.4
2013,kahramanmaras,south_west,0.5,8.0,4.0
2017,elazig,south_west,0.5,1.4,3.4
1967,aydin,south_east,0.5,101.0,4.3
1969,balikesir,south_east,0.5,12.0,4.2
1970,usak,south_east,0.5,7.0,4.3
1970,kutahya,south_east,0.5,16.0,5.3
1970,kutahya,south_east,0.5,5.0,0.0
1970,kutahya,south_east,0.5,5.0,0.0
1975,bingol,south_east,0.5,51.0,0.0
1990,burdur,south_east,0.5,13.0,4.3
1994,manisa,south_east,0.5,12.0,0.0
1997,amasya,south_east,0.5,5.0,0.0
1998,bartin,south_east,0.5,1.0,0.0
1999,gumushane,south_east,0.5,13.0,0.0
2001,elazig,south_east,0.5,10.0,0.0
2005,bingol,south_east,0.5,10.5,0.0
2005,sirnak,south_east,0.5,7.9,0.0
2008,denizli,south_east,0.5,3.7,3.7
2009,hatay,south_east,0.5,8.6,4.5
2010,bitlis,south_east,0.5,5.4,3.9
2011,van,south_east,0.5,5.0,4.0
2013,van,south_east,0.5,5.0,3.7
2017,manisa,south_east,0.5,9.5,3.4
1936,kastamonu,south,0.5,40.0,4.9
1969,balikesir,south,0.5,34.0,4.6
1976,balikesir,south,0.5,8.0,0.0
1982,balikesir,south,0.5,2.0,0.0
1982,canakkale,south,0.5,11.0,0.0
1986,adana,south,0.5,2.0,0.0
1995,hatay,south,0.5,10.0,0.0
1996,amasya,south,0.5,0.0,0.0
1999,mugla,south,0.5,20.0,0.0
2002,kastamonu,south,0.5,3.0,0.0
2008,bitlis,south,0.5,9.7,0.0
2010,elazig,south,0.5,5.0,4.7
1913,bitlis,north_west,0.5,10.0,5.3
1943,cankiri,north_west,0.5,10.0,4.8
1943,cankiri,north_west,0.5,10.0,4.7
1944,cankiri,north_west,0.5,10.0,4.9
1967,sakarya,north_west,0.5,26.0,4.9
1970,kutahya,north_west,0.5,59.0,4.3
1970,usak,north_west,0.5,47.0,4.5
1984,denizli,north_west,0.5,12.0,0.0
1984,aydin,north_west,0.5,0.0,0.0
1995,sakarya,north_west,0.5,9.0,0.0
1995,isparta,north_west,0.5,5.0,0.0
1995,bursa,north_west,0.5,5.0,0.0
1996,amasya,north_west,0.5,5.0,0.0
1997,denizli,north_west,0.5,0.0,0.0
1999,duzce,north_west,0.5,3.0,0.0
1999,sakarya,north_west,0.5,7.0,0.0
2000,izmir,north_west,0.5,5.0,0.0
2003,mus,north_west,0.5,10.0,0.0
2004,mugla,north_west,0.5,12.0,0.0
2009,izmir,north_west,0.5,5.0,0.0
2011,kutahya,north_west,0.5,5.0,3.9
2011,van,north_west,0.5,5.4,3.9
2012,van,north_west,0.5,9.0,3.5
2016,corum,north_west,0.5,15.3,3.7
2017,erzincan,north_west,0.5,5.0,4.0
1953,canakkale,north_east,0.5,30.0,4.6
1953,canakkale,north_east,0.5,30.0,4.8
1953,canakkale,north_east,0.5,30.0,4.9
1953,balikesir,north_east,0.5,10.0,5.1
1954,mus,north_east,0.5,10.0,4.6
1968,bartin,north_east,0.5,11.0,4.5
1969,konya,north_east,0.5,33.0,4.2
1969,konya,north_east,0.5,26.0,4.3
1970,balikesir,north_east,0.5,33.0,4.2
1971,burdur,north_east,0.5,5.0,0.0
1972,canakkale,north_east,0.5,5.0,0.0
1975,canakkale,north_east,0.5,0.0,3.9
1976,edirne,north_east,0.5,0.0,0.0
1989,kocaeli,north_east,0.5,9.0,0.0
1998,antalya,north_east,0.5,26.0,0.0
1999,cankiri,north_east,0.5,0.0,0.0
1999,sakarya,north_east,0.5,0.0,0.0
2000,cankiri,north_east,0.5,21.0,0.0
2000,denizli,north_east,0.5,0.0,0.0
2002,osmaniye,north_east,0.5,10.0,0.0
2003,bingol,north_east,0.5,10.0,0.0
2003,diyarbakir,north_east,0.5,12.0,0.0
2003,bingol,north_east,0.5,4.0,0.0
2003,bingol,north_east,0.5,11.0,0.0
2005,tokat,north_east,0.5,5.0,4.7
2006,yalova,north_east,0.5,7.7,3.5
2010,kahramanmaras,north_east,0.5,9.3,0.0
2011,kutahya,north_east,0.5,5.0,4.0
2011,kutahya,north_east,0.5,6.0,3.6
2012,van,north_east,0.5,6.2,4.4
2012,van,north_east,0.5,5.0,3.9
2014,diyarbakir,north_east,0.5,5.0,3.7
2015,agri,north_east,0.5,4.8,3.5
2016,manisa,north_east,0.5,8.4,4.2
2016,balikesir,north_east,0.5,5.4,3.4
1972,bartin,north,0.5,10.0,3.8
1978,bursa,north,0.5,0.0,0.0
1981,manisa,north,0.5,0.0,0.0
1999,mus,north,0.5,7.0,0.0
1999,yalova,north,0.5,9.0,0.0
1999,yalova,north,0.5,10.0,0.0
2004,balikesir,north,0.5,11.0,4.4
2015,bingol,north,0.5,5.0,4.3
2017,mugla,north,0.5,5.0,3.9
1936,kastamonu,east,0.5,10.0,4.6
1967,mugla,east,0.5,24.0,4.8
1971,burdur,east,0.5,5.0,0.0
1991,burdur,east,0.5,16.0,0.0
1991,burdur,east,0.5,19.0,0.0
2000,van,east,0.5,8.0,0.0
2002,bingol,east,0.5,3.0,0.0
2014,balikesir,east,0.5,12.2,3.7
1967,burdur,west,0.6,49.0,4.6
1982,diyarbakir,west,0.6,39.0,0.0
1986,malatya,west,0.6,10.0,0.0
1994,kutahya,west,0.6,1.0,0.0
1994,mugla,west,0.6,30.0,0.0
1996,kahramanmaras,west,0.6,10.0,0.0
2002,adana,west,0.6,39.0,0.0
2008,ankara,west,0.6,5.0,3.7
2011,van,west,0.6,4.0,3.5
1916,tokat,south_west,0.6,10.0,6.6
1946,mus,south_west,0.6,60.0,5.6
1947,cankiri,south_west,0.6,10.0,4.9
1957,duzce,south_west,0.6,50.0,5.6
1966,van,south_west,0.6,49.0,4.3
1978,erzurum,south_west,0.6,67.0,0.0
1979,manisa,south_west,0.6,10.0,4.0
1979,kocaeli,south_west,0.6,23.0,0.0
1985,canakkale,south_west,0.6,2.0,0.0
1998,adiyaman,south_west,0.6,0.0,0.0
2000,hatay,south_west,0.6,6.0,0.0
2000,balikesir,south_west,0.6,8.0,0.0
2002,afyonkarahisar,south_west,0.6,5.0,0.0
2003,sakarya,south_west,0.6,1.0,0.0
2003,elazig,south_west,0.6,10.0,0.0
2005,mugla,south_west,0.6,13.2,3.6
2005,bingol,south_west,0.6,10.0,0.0
2009,corum,south_west,0.6,4.6,0.0
2010,kutahya,south_west,0.6,8.0,4.4
2010,elazig,south_west,0.6,5.0,6.0
2011,kutahya,south_west,0.6,4.9,3.5
2011,van,south_west,0.6,5.0,3.8
2011,van,south_west,0.6,5.0,3.6
2014,van,south_west,0.6,5.0,3.5
2017,adiyaman,south_west,0.6,12.9,3.5
1924,balikesir,south_east,0.6,80.0,5.2
1939,sivas,south_east,0.6,50.0,5.3
1949,kars,south_east,0.6,15.0,0.0
1957,cankiri,south_east,0.6,40.0,5.0
1958,hakkari,south_east,0.6,50.0,4.7
1970,kutahya,south_east,0.6,33.0,0.0
1971,usak,south_east,0.6,5.0,0.0
1977,balikesir,south_east,0.6,3.0,0.0
1979,balikesir,south_east,0.6,4.0,4.0
1981,kutahya,south_east,0.6,10.0,0.0
1981,kutahya,south_east,0.6,10.0,0.0
1982,erzurum,south_east,0.6,10.0,0.0
1982,erzurum,south_east,0.6,62.0,0.0
1983,canakkale,south_east,0.6,17.0,4.2
1989,cankiri,south_east,0.6,7.0,0.0
1989,aydin,south_east,0.6,10.0,0.0
1991,kutahya,south_east,0.6,9.0,0.0
1994,manisa,south_east,0.6,7.0,0.0
1994,balikesir,south_east,0.6,6.0,0.0
1998,kirklareli,south_east,0.6,5.0,0.0
1998,antalya,south_east,0.6,24.0,0.0
1999,van,south_east,0.6,0.0,0.0
1999,balikesir,south_east,0.6,8.0,0.0
2000,van,south_east,0.6,1.0,0.0
2004,erzincan,south_east,0.6,5.0,0.0
2005,bingol,south_east,0.6,10.0,0.0
2007,adana,south_east,0.6,21.0,4.1
2009,osmaniye,south_east,0.6,11.0,0.0
2009,corum,south_east,0.6,5.0,0.0
2010,elazig,south_east,0.6,5.0,5.5
2010,canakkale,south_east,0.6,16.0,3.6
2011,kutahya,south_east,0.6,5.0,4.6
2011,kutahya,south_east,0.6,5.2,3.5
2014,kutahya,south_east,0.6,5.0,3.5
2016,manisa,south_east,0.6,7.0,3.6
1957,duzce,south,0.6,20.0,4.7
1968,manisa,south,0.6,52.0,4.3
1968,erzurum,south,0.6,33.0,4.4
1982,mugla,south,0.6,10.0,0.0
1985,denizli,south,0.6,10.0,0.0
1987,mugla,south,0.6,0.0,0.0
1995,afyonkarahisar,south,0.6,5.0,0.0
1999,yalova,south,0.6,16.0,0.0
2004,kastamonu,south,0.6,9.0,0.0
2009,cankiri,south,0.6,6.8,0.0
2012,sirnak,south,0.6,6.6,3.6
2013,kahramanmaras,south,0.6,6.0,4.2
1952,van,north_west,0.6,10.0,4.6
1967,sakarya,north_west,0.6,49.0,4.6
1967,sakarya,north_west,0.6,49.0,4.6
1967,denizli,north_west,0.6,46.0,5.0
1973,izmir,north_west,0.6,17.0,4.3
1975,bingol,north_west,0.6,42.0,0.0
1981,bursa,north_west,0.6,10.0,4.3
1981,bursa,north_west,0.6,10.0,4.3
1983,bursa,north_west,0.6,12.0,0.0
1984,balikesir,north_west,0.6,7.0,4.4
1985,manisa,north_west,0.6,10.0,0.0
1995,tunceli,north_west,0.6,0.0,0.0
1996,sivas,north_west,0.6,0.0,0.0
1997,hatay,north_west,0.6,20.0,0.0
1999,duzce,north_west,0.6,1.0,0.0
2000,diyarbakir,north_west,0.6,0.0,0.0
2000,sakarya,north_west,0.6,9.0,0.0
2002,afyonkarahisar,north_west,0.6,7.0,0.0
2003,bingol,north_west,0.6,10.0,0.0
2004,erzurum,north_west,0.6,10.0,0.0
2004,adiyaman,north_west,0.6,15.0,0.0
2004,kahramanmaras,north_west,0.6,11.0,4.2
2004,mugla,north_west,0.6,13.0,5.0
2005,manisa,north_west,0.6,13.0,4.1
2005,agri,north_west,0.6,25.6,0.0
2005,yozgat,north_west,0.6,5.0,0.0
2007,elazig,north_west,0.6,5.0,0.0
2009,aydin,north_west,0.6,5.0,3.9
2011,kutahya,north_west,0.6,5.0,3.6
2011,van,north_west,0.6,6.0,3.5
2012,sanliurfa,north_west,0.6,6.3,4.1
2012,van,north_west,0.6,5.0,3.7
2013,kutahya,north_west,0.6,7.5,3.8
2015,bingol,north_west,0.6,1.1,3.9
2016,sivas,north_west,0.6,5.6,3.7
1944,duzce,north_east,0.6,10.0,4.9
1946,cankiri,north_east,0.6,60.0,4.9
1956,bolu,north_east,0.6,40.0,4.6
1957,duzce,north_east,0.6,80.0,4.7
1978,antalya,north_east,0.6,110.0,0.0
1980,kutahya,north_east,0.6,10.0,0.0
1980,kutahya,north_east,0.6,29.0,0.0
1984,konya,north_east,0.6,0.0,0.0
1984,konya,north_east,0.6,10.0,0.0
1986,canakkale,north_east,0.6,5.0,4.1
1993,balikesir,north_east,0.6,10.0,0.0
1994,manisa,north_east,0.6,5.0,5.2
1995,afyonkarahisar,north_east,0.6,10.0,0.0
1995,afyonkarahisar,north_east,0.6,0.0,0.0
1996,mugla,north_east,0.6,7.0,0.0
1998,balikesir,north_east,0.6,16.0,0.0
1999,duzce,north_east,0.6,10.0,0.0
1999,duzce,north_east,0.6,1.0,0.0
2000,cankiri,north_east,0.6,0.0,0.0
2002,afyonkarahisar,north_east,0.6,5.0,0.0
2003,duzce,north_east,0.6,14.0,4.5
2006,afyonkarahisar,north_east,0.6,5.0,0.0
2006,cankiri,north_east,0.6,4.8,0.0
2007,burdur,north_east,0.6,3.7,0.0
2008,duzce,north_east,0.6,6.9,3.5
2011,kutahya,north_east,0.6,5.0,3.7
2011,van,north_east,0.6,6.0,3.5
2012,agri,north_east,0.6,5.0,3.5
2013,bolu,north_east,0.6,6.5,3.6
1969,balikesir,north,0.6,13.0,5.0
1971,bingol,north,0.6,80.0,4.2
1977,izmir,north,0.6,0.0,0.0
1987,manisa,north,0.6,3.0,4.0
1996,manisa,north,0.6,14.0,0.0
2002,mersin,north,0.6,13.0,0.0
2013,kahramanmaras,north,0.6,5.0,3.5
