year,city,direction,dist,depth,richter
2004,elazig,south,1.2,10.0,0.0
2004,cankiri,south,1.2,7.0,0.0
2007,malatya,south,1.2,4.7,0.0
2008,erzincan,south,1.2,6.7,3.6
2011,van,south,1.2,6.2,3.6
2012,van,south,1.2,5.0,3.9
1954,burdur,north_west,1.2,10.0,4.8
1963,agri,north_west,1.2,16.0,0.0
1964,cankiri,north_west,1.2,33.0,4.6
1966,mugla,north_west,1.2,5.0,0.0
1970,manisa,north_west,1.2,5.0,0.0
1971,denizli,north_west,1.2,36.0,4.8
1971,kutahya,north_west,1.2,5.0,0.0
1971,burdur,north_west,1.2,6.0,4.5
1973,kastamonu,north_west,1.2,5.0,0.0
1974,manisa,north_west,1.2,5.0,0.0
1977,igdir,north_west,1.2,74.0,0.0
1977,kutahya,north_west,1.2,0.0,0.0
1978,kocaeli,north_west,1.2,0.0,0.0
1982,manisa,north_west,1.2,10.0,4.0
1989,kutahya,north_west,1.2,10.0,0.0
1991,burdur,north_west,1.2,6.0,0.0
1991,afyonkarahisar,north_west,1.2,4.0,0.0
1991,burdur,north_west,1.2,15.0,0.0
1991,kocaeli,north_west,1.2,5.0,0.0
1995,erzincan,north_west,1.2,31.0,0.0
1995,afyonkarahisar,north_west,1.2,13.0,0.0
1997,amasya,north_west,1.2,2.0,0.0
1997,aydin,north_west,1.2,15.0,0.0
1998,erzurum,north_west,1.2,0.0,0.0
1999,sakarya,north_west,1.2,7.0,0.0
1999,duzce,north_west,1.2,10.0,0.0
1999,duzce,north_west,1.2,1.0,0.0
1999,duzce,north_west,1.2,5.0,0.0
1999,bolu,north_west,1.2,5.0,0.0
2000,corum,north_west,1.2,6.0,0.0
2003,adana,north_west,1.2,27.0,0.0
2005,manisa,north_west,1.2,14.2,3.8
2005,malatya,north_west,1.2,5.0,0.0
2006,sakarya,north_west,1.2,8.3,3.5
2007,agri,north_west,1.2,4.5,0.0
2007,elazig,north_west,1.2,9.2,0.0
2009,kirklareli,north_west,1.2,10.5,3.5
2009,afyonkarahisar,north_west,1.2,4.8,3.6
2011,kutahya,north_west,1.2,5.0,3.5
2011,cankiri,north_west,1.2,5.0,3.8
2011,van,north_west,1.2,5.0,4.0
2011,van,north_west,1.2,5.0,3.5
2011,van,north_west,1.2,5.0,3.5
2014,canakkale,north_west,1.2,10.7,3.8
2015,denizli,north_west,1.2,4.0,3.5
2015,balikesir,north_west,1.2,3.0,3.6
2016,afyonkarahisar,north_west,1.2,3.2,3.3
2017,balikesir,north_west,1.2,10.7,3.5
1929,sivas,north_east,1.2,10.0,5.8
1929,sivas,north_east,1.2,10.0,4.6
1929,sivas,north_east,1.2,10.0,4.6
1938,kirikkale,north_east,1.2,10.0,4.9
1967,sakarya,north_east,1.2,23.0,4.5
1967,balikesir,north_east,1.2,5.0,0.0
1970,kutahya,north_east,1.2,31.0,5.1
1973,erzurum,north_east,1.2,38.0,0.0
1973,denizli,north_east,1.2,5.0,0.0
1976,bingol,north_east,1.2,32.0,0.0
1977,konya,north_east,1.2,0.0,0.0
1981,hatay,north_east,1.2,52.0,0.0
1983,adiyaman,north_east,1.2,10.0,0.0
1983,bursa,north_east,1.2,8.0,0.0
1984,balikesir,north_east,1.2,10.0,0.0
1985,kirikkale,north_east,1.2,10.0,0.0
1988,kutahya,north_east,1.2,12.0,0.0
1989,diyarbakir,north_east,1.2,10.0,0.0
1990,denizli,north_east,1.2,10.0,0.0
1990,mugla,north_east,1.2,44.0,0.0
1990,balikesir,north_east,1.2,8.0,0.0
1991,mugla,north_east,1.2,65.0,0.0
1992,bursa,north_east,1.2,13.0,0.0
1992,izmir,north_east,1.2,20.0,0.0
1994,kutahya,north_east,1.2,12.0,0.0
1995,edirne,north_east,1.2,9.0,0.0
1996,isparta,north_east,1.2,5.0,0.0
1996,hatay,north_east,1.2,3.0,0.0
1996,amasya,north_east,1.2,9.0,0.0
1996,kahramanmaras,north_east,1.2,29.0,0.0
1997,amasya,north_east,1.2,2.0,0.0
1997,tunceli,north_east,1.2,10.0,0.0
1997,isparta,north_east,1.2,0.0,0.0
1997,osmaniye,north_east,1.2,3.0,0.0
1999,adiyaman,north_east,1.2,8.0,0.0
1999,elazig,north_east,1.2,10.0,0.0
1999,erzincan,north_east,1.2,9.0,0.0
2001,cankiri,north_east,1.2,10.0,0.0
2003,bingol,north_east,1.2,10.0,0.0
2003,balikesir,north_east,1.2,12.0,0.0
2004,elazig,north_east,1.2,2.0,0.0
2005,malatya,north_east,1.2,12.0,0.0
2006,malatya,north_east,1.2,5.0,0.0
2006,batman,north_east,1.2,10.2,0.0
2006,gumushane,north_east,1.2,5.0,0.0
2006,antalya,north_east,1.2,6.5,0.0
2007,elazig,north_east,1.2,7.3,0.0
2007,diyarbakir,north_east,1.2,4.2,0.0
2008,adana,north_east,1.2,6.6,0.0
2010,elazig,north_east,1.2,5.0,5.3
2011,elazig,north_east,1.2,5.5,5.4
2011,van,north_east,1.2,5.0,3.5
2011,van,north_east,1.2,5.0,4.0
2011,van,north_east,1.2,5.0,4.3
2012,kahramanmaras,north_east,1.2,7.1,3.5
2013,kahramanmaras,north_east,1.2,5.3,3.8
2015,sanliurfa,north_east,1.2,7.7,3.7
2017,adiyaman,north_east,1.2,21.1,3.9
2017,mugla,north_east,1.2,6.5,3.5
1976,aydin,north,1.2,0.0,0.0
1981,mugla,north,1.2,9.0,0.0
1981,manisa,north,1.2,3.0,0.0
1982,mugla,north,1.2,0.0,0.0
1989,mugla,north,1.2,5.0,0.0
1990,mugla,north,1.2,1.0,3.8
1996,manisa,north,1.2,5.0,0.0
1999,ankara,north,1.2,5.0,0.0
2000,kastamonu,north,1.2,12.0,0.0
2000,izmir,north,1.2,0.0,0.0
2002,diyarbakir,north,1.2,10.0,0.0
2002,ardahan,north,1.2,10.0,0.0
2005,erzurum,north,1.2,5.7,0.0
2005,van,north,1.2,5.0,0.0
2011,osmaniye,north,1.2,5.0,3.7
2012,van,north,1.2,5.0,4.1
2012,van,north,1.2,5.0,3.7
2013,aydin,north,1.2,8.3,3.5
2014,van,north,1.2,5.0,3.5
1921,konya,east,1.2,30.0,5.1
1970,kutahya,east,1.2,35.0,4.6
1972,antalya,east,1.2,43.0,4.3
1977,balikesir,east,1.2,19.0,4.1
1981,canakkale,east,1.2,11.0,0.0
1989,izmir,east,1.2,6.0,3.7
1999,duzce,east,1.2,10.0,0.0
1999,duzce,east,1.2,10.0,0.0
2004,ankara,east,1.2,6.0,0.0
2005,elazig,east,1.2,15.8,0.0
2008,hakkari,east,1.2,11.7,0.0
2009,manisa,east,1.2,6.0,4.1
2012,afyonkarahisar,east,1.2,6.9,3.6
2013,manisa,east,1.2,9.4,3.7
1940,izmir,west,1.3,20.0,0.0
1976,ardahan,west,1.3,25.0,0.0
1986,manisa,west,1.3,10.0,0.0
1991,mugla,west,1.3,2.0,4.0
1991,izmir,west,1.3,39.0,3.6
1998,bingol,west,1.3,2.0,0.0
1998,elazig,west,1.3,5.0,0.0
1999,erzincan,west,1.3,5.0,0.0
2001,sanliurfa,west,1.3,23.0,0.0
2003,bingol,west,1.3,5.0,0.0
2011,erzincan,west,1.3,2.5,4.2
2014,yalova,west,1.3,3.4,3.6
2016,mugla,west,1.3,12.4,3.6
1923,corum,south_west,1.3,40.0,5.1
1929,tekirdag,south_west,1.3,15.0,4.6
1939,kutahya,south_west,1.3,10.0,5.2
1951,sivas,south_west,1.3,30.0,4.8
1952,adana,south_west,1.3,70.0,5.4
1969,manisa,south_west,1.3,37.0,0.0
1970,kutahya,south_west,1.3,10.0,4.4
1971,tunceli,south_west,1.3,33.0,4.3
1972,kutahya,south_west,1.3,26.0,0.0
1974,mugla,south_west,1.3,37.0,4.2
1975,manisa,south_west,1.3,5.0,4.1
1976,kutahya,south_west,1.3,0.0,0.0
1976,van,south_west,1.3,33.0,0.0
1977,balikesir,south_west,1.3,10.0,0.0
1978,adiyaman,south_west,1.3,22.0,0.0
1982,hakkari,south_west,1.3,33.0,0.0
1982,antalya,south_west,1.3,0.0,0.0
1983,manisa,south_west,1.3,10.0,0.0
1983,kutahya,south_west,1.3,10.0,0.0
1984,aydin,south_west,1.3,0.0,0.0
1985,amasya,south_west,1.3,10.0,0.0
1986,ankara,south_west,1.3,10.0,0.0
1986,kocaeli,south_west,1.3,10.0,0.0
1987,kocaeli,south_west,1.3,7.0,0.0
1991,manisa,south_west,1.3,8.0,0.0
1991,burdur,south_west,1.3,0.0,0.0
1996,bursa,south_west,1.3,12.0,0.0
1999,ankara,south_west,1.3,11.0,0.0
1999,yalova,south_west,1.3,17.0,0.0
1999,duzce,south_west,1.3,10.0,0.0
1999,bolu,south_west,1.3,1.0,0.0
1999,sakarya,south_west,1.3,7.0,0.0
1999,duzce,south_west,1.3,8.0,0.0
2000,mugla,south_west,1.3,10.0,0.0
2000,gumushane,south_west,1.3,5.0,0.0
2003,bingol,south_west,1.3,6.0,0.0
2003,erzurum,south_west,1.3,1.0,0.0
2004,erzurum,south_west,1.3,3.0,0.0
2005,mus,south_west,1.3,9.9,0.0
2005,tokat,south_west,1.3,5.4,0.0
2007,antalya,south_west,1.3,63.9,3.7
2007,manisa,south_west,1.3,4.9,3.7
2009,manisa,south_west,1.3,5.0,0.0
2009,izmir,south_west,1.3,8.4,0.0
2011,kutahya,south_west,1.3,5.3,3.6
2011,kutahya,south_west,1.3,5.0,4.2
2011,kutahya,south_west,1.3,5.2,3.8
2011,van,south_west,1.3,5.2,3.6
2011,van,south_west,1.3,5.0,3.6
2011,van,south_west,1.3,2.6,3.6
2011,van,south_west,1.3,5.0,3.7
2012,kahramanmaras,south_west,1.3,9.8,3.5
2013,tokat,south_west,1.3,5.2,3.5
2013,manisa,south_west,1.3,12.7,3.6
2015,duzce,south_west,1.3,2.5,3.5
2017,canakkale,south_west,1.3,10.4,3.9
1919,kastamonu,south_east,1.3,10.0,5.5
1932,sakarya,south_east,1.3,15.0,4.6
1940,tunceli,south_east,1.3,80.0,4.9
1968,mersin,south_east,1.3,52.0,4.3
1970,kutahya,south_east,1.3,10.0,4.3
1970,kutahya,south_east,1.3,16.0,4.2
1971,izmir,south_east,1.3,5.0,0.0
1971,kutahya,south_east,1.3,5.0,0.0
1974,mugla,south_east,1.3,5.0,0.0
1975,manisa,south_east,1.3,38.0,3.9
1975,diyarbakir,south_east,1.3,38.0,0.0
1976,kocaeli,south_east,1.3,0.0,3.6
1977,burdur,south_east,1.3,10.0,0.0
1977,mersin,south_east,1.3,0.0,0.0
1978,mugla,south_east,1.3,10.0,0.0
1978,izmir,south_east,1.3,10.0,0.0
1979,burdur,south_east,1.3,10.0,0.0
1982,balikesir,south_east,1.3,4.0,4.0
1982,canakkale,south_east,1.3,2.0,0.0
1983,antalya,south_east,1.3,0.0,0.0
1983,antalya,south_east,1.3,101.0,0.0
1983,canakkale,south_east,1.3,4.0,0.0
1983,ankara,south_east,1.3,10.0,0.0
1986,balikesir,south_east,1.3,4.0,0.0
1986,balikesir,south_east,1.3,10.0,0.0
1987,balikesir,south_east,1.3,7.0,0.0
1989,bolu,south_east,1.3,10.0,0.0
1990,mugla,south_east,1.3,0.0,0.0
1991,burdur,south_east,1.3,28.0,0.0
1991,bursa,south_east,1.3,5.0,0.0
1992,izmir,south_east,1.3,10.0,0.0
1992,denizli,south_east,1.3,10.0,0.0
1994,bursa,south_east,1.3,6.0,0.0
1994,kocaeli,south_east,1.3,7.0,0.0
1994,mugla,south_east,1.3,7.0,0.0
1996,erzurum,south_east,1.3,0.0,0.0
1996,amasya,south_east,1.3,13.0,0.0
1998,manisa,south_east,1.3,11.0,0.0
1999,mugla,south_east,1.3,5.0,0.0
1999,sakarya,south_east,1.3,9.0,0.0
1999,osmaniye,south_east,1.3,5.0,0.0
2000,zonguldak,south_east,1.3,7.0,0.0
2001,cankiri,south_east,1.3,9.0,0.0
2001,erzurum,south_east,1.3,1.0,0.0
2002,erzincan,south_east,1.3,10.0,0.0
2002,tokat,south_east,1.3,5.0,0.0
2003,kayseri,south_east,1.3,10.0,0.0
2003,corum,south_east,1.3,7.0,0.0
2004,bursa,south_east,1.3,10.0,0.0
2005,konya,south_east,1.3,5.3,0.0
2005,balikesir,south_east,1.3,18.0,4.1
2006,erzincan,south_east,1.3,5.0,3.8
2007,denizli,south_east,1.3,5.0,5.1
2008,aydin,south_east,1.3,5.5,3.5
2008,yalova,south_east,1.3,10.0,4.8
2008,denizli,south_east,1.3,5.0,4.1
2008,hakkari,south_east,1.3,7.1,3.8
2009,kutahya,south_east,1.3,4.9,3.6
2009,erzincan,south_east,1.3,4.8,0.0
2011,kutahya,south_east,1.3,5.0,3.9
2011,kutahya,south_east,1.3,5.4,4.2
2011,kutahya,south_east,1.3,4.9,4.0
2011,kutahya,south_east,1.3,5.5,3.6
2011,van,south_east,1.3,15.5,3.5
2011,van,south_east,1.3,6.9,3.9
2012,kutahya,south_east,1.3,3.6,3.5
2012,kahramanmaras,south_east,1.3,6.5,3.6
2014,manisa,south_east,1.3,5.5,3.9
2015,van,south_east,1.3,5.0,3.8
2016,bursa,south_east,1.3,7.7,3.2
2017,manisa,south_east,1.3,2.1,4.2
2017,mugla,south_east,1.3,5.0,3.6
1963,balikesir,south,1.3,30.0,4.7
1981,amasya,south,1.3,10.0,0.0
1983,kutahya,south,1.3,3.0,0.0
1985,manisa,south,1.3,4.0,0.0
1993,gaziantep,south,1.3,34.0,0.0
1996,amasya,south,1.3,0.0,0.0
1999,tunceli,south,1.3,9.0,0.0
2003,bingol,south,1.3,2.0,0.0
2005,elazig,south,1.3,5.0,0.0
2006,erzurum,south,1.3,3.7,4.0
2009,izmir,south,1.3,7.8,0.0
2011,van,south,1.3,5.0,3.6
2011,van,south,1.3,6.0,4.7
2011,van,south,1.3,24.0,4.1
2016,adiyaman,south,1.3,5.0,3.5
2017,van,south,1.3,5.0,3.5
1941,mugla,north_west,1.3,48.0,5.1
1950,bingol,north_west,1.3,30.0,4.9
1953,bursa,north_west,1.3,20.0,5.2
1959,bursa,north_west,1.3,10.0,4.2
1967,balikesir,north_west,1.3,5.0,0.0
1967,sakarya,north_west,1.3,21.0,4.6
1968,mus,north_west,1.3,39.0,4.6
1968,bartin,north_west,1.3,33.0,4.4
1969,manisa,north_west,1.3,35.0,4.0
1976,kutahya,north_west,1.3,0.0,3.5
1976,kutahya,north_west,1.3,7.0,3.3
1977,bursa,north_west,1.3,14.0,0.0
1979,manisa,north_west,1.3,10.0,0.0
1979,balikesir,north_west,1.3,10.0,0.0
1979,bitlis,north_west,1.3,33.0,0.0
1980,kutahya,north_west,1.3,10.0,0.0
1982,izmir,north_west,1.3,10.0,3.9
1983,usak,north_west,1.3,10.0,0.0
1983,bursa,north_west,1.3,4.0,0.0
1989,mugla,north_west,1.3,6.0,4.1
1990,burdur,north_west,1.3,0.0,0.0
1991,mugla,north_west,1.3,10.0,0.0
1991,burdur,north_west,1.3,11.0,0.0
1991,cankiri,north_west,1.3,44.0,0.0
1992,balikesir,north_west,1.3,6.0,0.0
1994,burdur,north_west,1.3,0.0,0.0
1996,mugla,north_west,1.3,0.0,0.0
1996,afyonkarahisar,north_west,1.3,5.0,0.0
1998,osmaniye,north_west,1.3,9.0,0.0
1999,gumushane,north_west,1.3,0.0,0.0
1999,kocaeli,north_west,1.3,12.0,0.0
2000,malatya,north_west,1.3,19.0,0.0
2000,denizli,north_west,1.3,10.0,0.0
2000,balikesir,north_west,1.3,3.0,0.0
2002,mugla,north_west,1.3,10.0,0.0
2003,tunceli,north_west,1.3,2.0,0.0
2003,yozgat,north_west,1.3,8.0,0.0
2004,adiyaman,north_west,1.3,10.0,0.0
2004,mugla,north_west,1.3,13.0,3.5
2005,bingol,north_west,1.3,5.5,0.0
2007,denizli,north_west,1.3,5.0,3.5
2007,mersin,north_west,1.3,7.5,3.5
2007,ankara,north_west,1.3,3.7,3.6
2008,erzurum,north_west,1.3,5.0,0.0
2009,manisa,north_west,1.3,6.0,3.6
2009,erzurum,north_west,1.3,5.0,0.0
2009,van,north_west,1.3,5.0,3.6
2010,corum,north_west,1.3,28.7,0.0
2011,kutahya,north_west,1.3,8.0,3.9
2011,kutahya,north_west,1.3,5.0,3.5
2011,kutahya,north_west,1.3,8.3,4.0
2012,kutahya,north_west,1.3,8.4,4.9
2017,mugla,north_west,1.3,31.0,3.5
2017,corum,north_west,1.3,5.0,3.5
2017,corum,north_west,1.3,5.0,3.5
1925,burdur,north_east,1.3,15.0,5.0
1938,yozgat,north_east,1.3,10.0,4.6
1938,kirsehir,north_east,1.3,10.0,4.8
1970,usak,north_east,1.3,10.0,4.2
1970,eskisehir,north_east,1.3,5.0,0.0
1970,eskisehir,north_east,1.3,5.0,0.0
1970,usak,north_east,1.3,5.0,0.0
1970,kutahya,north_east,1.3,5.0,0.0
1970,usak,north_east,1.3,10.0,4.4
1970,usak,north_east,1.3,27.0,4.6
1971,kutahya,north_east,1.3,5.0,0.0
1972,kutahya,north_east,1.3,18.0,4.0
1975,bingol,north_east,1.3,51.0,0.0
1977,mugla,north_east,1.3,10.0,0.0
1978,canakkale,north_east,1.3,0.0,0.0
1983,ankara,north_east,1.3,10.0,0.0
1983,erzurum,north_east,1.3,3.0,0.0
1983,bursa,north_east,1.3,8.0,0.0
1984,mugla,north_east,1.3,10.0,0.0
1988,erzincan,north_east,1.3,10.0,0.0
1989,mugla,north_east,1.3,10.0,0.0
1989,izmir,north_east,1.3,1.0,0.0
1989,mugla,north_east,1.3,8.0,0.0
1992,denizli,north_east,1.3,10.0,0.0
1993,mugla,north_east,1.3,10.0,0.0
1996,ordu,north_east,1.3,9.0,0.0
1996,amasya,north_east,1.3,17.0,0.0
1999,sakarya,north_east,1.3,23.0,0.0
1999,bingol,north_east,1.3,5.0,0.0
1999,duzce,north_east,1.3,9.0,0.0
2000,ankara,north_east,1.3,10.0,0.0
2000,erzincan,north_east,1.3,24.0,0.0
2000,mersin,north_east,1.3,4.0,0.0
2000,afyonkarahisar,north_east,1.3,8.0,0.0
2002,tokat,north_east,1.3,10.0,0.0
2003,bingol,north_east,1.3,4.0,0.0
2003,antalya,north_east,1.3,10.0,0.0
2004,erzurum,north_east,1.3,10.0,0.0
2004,elazig,north_east,1.3,10.0,4.3
2005,duzce,north_east,1.3,5.3,0.0
2005,bingol,north_east,1.3,20.4,0.0
2005,giresun,north_east,1.3,15.7,0.0
2006,gaziantep,north_east,1.3,2.3,3.8
2008,canakkale,north_east,1.3,5.0,0.0
2008,erzurum,north_east,1.3,6.4,3.6
2009,aydin,north_east,1.3,7.9,4.2
2009,adiyaman,north_east,1.3,5.0,0.0
2009,kutahya,north_east,1.3,7.6,5.0
2011,van,north_east,1.3,5.0,3.9
2011,van,north_east,1.3,6.0,3.7
2011,van,north_east,1.3,4.0,3.7
2011,van,north_east,1.3,4.9,4.5
2011,kutahya,north_east,1.3,5.0,3.6
2012,van,north_east,1.3,6.3,4.7
2012,van,north_east,1.3,5.0,3.7
2012,erzincan,north_east,1.3,5.0,3.6
1928,bursa,north,1.3,10.0,5.8
1939,kutahya,north,1.3,50.0,5.1
1967,denizli,north,1.3,41.0,5.3
1977,kutahya,north,1.3,10.0,3.6
1983,erzincan,north,1.3,45.0,0.0
1995,afyonkarahisar,north,1.3,5.0,0.0
1999,adana,north,1.3,18.0,0.0
2003,denizli,north,1.3,5.0,0.0
2003,denizli,north,1.3,9.0,0.0
2007,diyarbakir,north,1.3,5.4,3.9
2007,balikesir,north,1.3,8.2,4.0
2008,denizli,north,1.3,11.6,0.0
2011,aydin,north,1.3,5.0,3.8
2012,kutahya,north,1.3,5.0,3.8
2013,afyonkarahisar,north,1.3,4.5,3.7
1931,konya,east,1.3,20.0,4.9
1966,kutahya,east,1.3,43.0,0.0
1966,izmir,east,1.3,30.0,4.6
1970,usak,east,1.3,33.0,3.8
1976,kutahya,east,1.3,12.0,4.9
1983,balikesir,east,1.3,12.0,4.2
1983,canakkale,east,1.3,10.0,0.0
1984,afyonkarahisar,east,1.3,10.0,0.0
1995,afyonkarahisar,east,1.3,5.0,0.0
1995,afyonkarahisar,east,1.3,0.0,0.0
1998,balikesir,east,1.3,7.0,0.0
1999,kars,east,1.3,10.0,0.0
1999,duzce,east,1.3,1.0,0.0
1999,sivas,east,1.3,1.0,0.0
2002,hatay,east,1.3,14.0,0.0
2004,erzurum,east,1.3,10.0,0.0
2007,agri,east,1.3,5.0,0.0
2007,aydin,east,1.3,3.8,3.6
2017,konya,east,1.3,4.2,3.9
2017,manisa,east,1.3,10.7,4.1
1935,cankiri,west,1.4,5.0,0.0
1935,cankiri,west,1.4,30.0,4.8
1983,manisa,west,1.4,10.0,0.0
1984,kutahya,west,1.4,10.0,0.0
1985,van,west,1.4,40.0,0.0
1985,aydin,west,1.4,10.0,0.0
1991,balikesir,west,1.4,10.0,0.0
1994,manisa,west,1.4,1.0,0.0
1995,afyonkarahisar,west,1.4,0.0,0.0
1996,afyonkarahisar,west,1.4,9.0,0.0
1999,elazig,west,1.4,0.0,0.0
2007,agri,west,1.4,5.0,3.7
2009,kayseri,west,1.4,5.0,3.7
2009,burdur,west,1.4,8.0,0.0
2010,adana,west,1.4,2.3,3.6
2012,kutahya,west,1.4,6.5,3.6
2012,manisa,west,1.4,7.4,4.6
2013,tokat,west,1.4,5.0,3.5
2014,canakkale,west,1.4,6.6,3.8
2015,erzurum,west,1.4,5.0,3.5
2017,yozgat,west,1.4,5.0,3.5
1938,kirsehir,south_west,1.4,30.0,4.9
1968,erzurum,south_west,1.4,62.0,4.4
1969,manisa,south_west,1.4,4.0,0.0
1969,manisa,south_west,1.4,44.0,4.1
1970,kutahya,south_west,1.4,53.0,4.1
1970,kutahya,south_west,1.4,49.0,4.2
1970,kayseri,south_west,1.4,19.0,4.8
1970,edirne,south_west,1.4,85.0,4.4
1971,gaziantep,south_west,1.4,37.0,4.6
1976,kutahya,south_west,1.4,63.0,3.2
1976,kutahya,south_west,1.4,33.0,3.2
1976,kutahya,south_west,1.4,0.0,4.0
1978,izmir,south_west,1.4,10.0,0.0
1980,mugla,south_west,1.4,0.0,0.0
1982,izmir,south_west,1.4,4.0,0.0
1982,manisa,south_west,1.4,0.0,0.0
1985,burdur,south_west,1.4,10.0,0.0
1985,mugla,south_west,1.4,9.0,4.5
1986,manisa,south_west,1.4,11.0,4.1
1991,burdur,south_west,1.4,10.0,0.0
1992,mugla,south_west,1.4,30.0,0.0
1993,denizli,south_west,1.4,4.0,0.0
1993,balikesir,south_west,1.4,8.0,0.0
1996,elazig,south_west,1.4,2.0,0.0
1999,duzce,south_west,1.4,10.0,0.0
1999,manisa,south_west,1.4,22.0,0.0
2000,balikesir,south_west,1.4,16.0,0.0
2000,cankiri,south_west,1.4,6.0,0.0
2000,cankiri,south_west,1.4,9.0,0.0
2000,afyonkarahisar,south_west,1.4,9.0,0.0
2002,afyonkarahisar,south_west,1.4,4.0,0.0
2002,osmaniye,south_west,1.4,15.0,0.0
2003,bingol,south_west,1.4,4.0,0.0
2003,bingol,south_west,1.4,1.0,0.0
2004,erzurum,south_west,1.4,10.0,0.0
2004,elazig,south_west,1.4,10.0,0.0
2006,konya,south_west,1.4,7.0,3.9
2007,aydin,south_west,1.4,3.2,3.6
2007,osmaniye,south_west,1.4,9.2,0.0
2009,karabuk,south_west,1.4,5.4,3.5
2010,agri,south_west,1.4,5.0,3.7
2011,kutahya,south_west,1.4,5.0,3.9
2011,van,south_west,1.4,22.4,3.6
2011,van,south_west,1.4,2.5,4.4
2011,van,south_west,1.4,4.0,4.0
2014,balikesir,south_west,1.4,12.0,4.0
2014,van,south_west,1.4,5.0,3.7
2015,bayburt,south_west,1.4,5.3,3.6
2017,adiyaman,south_west,1.4,18.9,3.5
1925,denizli,south_east,1.4,15.0,4.6
1947,erzurum,south_east,1.4,40.0,4.9
1962,konya,south_east,1.4,140.0,4.7
1965,izmir,south_east,1.4,33.0,4.3
1967,sakarya,south_east,1.4,26.0,4.4
1970,van,south_east,1.4,47.0,4.6
1970,kutahya,south_east,1.4,22.0,4.6
1970,kutahya,south_east,1.4,32.0,4.9
1973,denizli,south_east,1.4,19.0,4.1
1977,cankiri,south_east,1.4,0.0,0.0
1977,denizli,south_east,1.4,0.0,0.0
1978,aydin,south_east,1.4,10.0,0.0
1981,hatay,south_east,1.4,36.0,0.0
1981,balikesir,south_east,1.4,7.0,4.5
1982,cankiri,south_east,1.4,10.0,0.0
1982,mugla,south_east,1.4,13.0,0.0
1983,aydin,south_east,1.4,10.0,0.0
1984,erzurum,south_east,1.4,10.0,0.0
1985,izmir,south_east,1.4,28.0,0.0
1987,bursa,south_east,1.4,5.0,0.0
1989,mugla,south_east,1.4,3.0,0.0
1990,manisa,south_east,1.4,8.0,0.0
1991,afyonkarahisar,south_east,1.4,7.0,0.0
1991,denizli,south_east,1.4,8.0,0.0
1992,amasya,south_east,1.4,11.0,0.0
1992,trabzon,south_east,1.4,10.0,0.0
1992,sakarya,south_east,1.4,5.0,0.0
1993,kastamonu,south_east,1.4,10.0,0.0
1993,mugla,south_east,1.4,0.0,0.0
1993,afyonkarahisar,south_east,1.4,10.0,0.0
1996,izmir,south_east,1.4,28.0,0.0
1996,mugla,south_east,1.4,6.0,0.0
1996,afyonkarahisar,south_east,1.4,11.0,0.0
1996,amasya,south_east,1.4,5.0,0.0
1997,denizli,south_east,1.4,9.0,0.0
1999,balikesir,south_east,1.4,7.0,0.0
1999,duzce,south_east,1.4,5.0,0.0
1999,yalova,south_east,1.4,1.0,0.0
2000,denizli,south_east,1.4,5.0,0.0
2000,afyonkarahisar,south_east,1.4,4.0,0.0
2001,yozgat,south_east,1.4,8.0,0.0
2001,elazig,south_east,1.4,7.0,0.0
2001,cankiri,south_east,1.4,16.0,0.0
2001,balikesir,south_east,1.4,6.0,0.0
2003,cankiri,south_east,1.4,10.0,0.0
2003,elazig,south_east,1.4,9.0,0.0
2003,tokat,south_east,1.4,7.0,0.0
2003,kahramanmaras,south_east,1.4,1.0,0.0
2003,canakkale,south_east,1.4,5.0,3.6
2004,kayseri,south_east,1.4,10.0,0.0
2005,manisa,south_east,1.4,17.0,4.1
2007,isparta,south_east,1.4,9.4,3.6
2008,erzurum,south_east,1.4,6.2,3.6
2008,ankara,south_east,1.4,3.9,3.7
2009,balikesir,south_east,1.4,9.8,3.5
2009,canakkale,south_east,1.4,15.2,3.5
2010,isparta,south_east,1.4,3.6,3.9
2011,bingol,south_east,1.4,5.0,4.2
2011,kutahya,south_east,1.4,5.2,3.8
2011,bitlis,south_east,1.4,28.0,3.9
2011,van,south_east,1.4,5.2,3.9
2011,van,south_east,1.4,2.6,3.5
2014,kutahya,south_east,1.4,3.9,4.5
2015,sirnak,south_east,1.4,5.3,3.8
2016,manisa,south_east,1.4,11.8,3.7
1925,ardahan,south,1.4,5.0,0.0
1982,manisa,south,1.4,5.0,4.0
1990,burdur,south,1.4,19.0,0.0
1991,aydin,south,1.4,4.0,0.0
1991,erzurum,south,1.4,10.0,0.0
1999,kocaeli,south,1.4,11.0,0.0
2003,bingol,south,1.4,5.0,0.0
2004,zonguldak,south,1.4,10.0,0.0
2004,erzurum,south,1.4,5.0,0.0
2011,kutahya,south,1.4,5.0,3.8
2011,van,south,1.4,5.0,3.6
2012,van,south,1.4,5.0,4.5
2015,van,south,1.4,1.1,3.6
2016,yalova,south,1.4,5.7,3.5
1918,corum,north_west,1.4,10.0,5.2
1926,manisa,north_west,1.4,10.0,5.5
1935,agri,north_west,1.4,30.0,4.9
1936,agri,north_west,1.4,30.0,5.4
1940,yozgat,north_west,1.4,50.0,5.9
1942,corum,north_west,1.4,20.0,5.3
1944,bolu,north_west,1.4,40.0,5.0
1956,kocaeli,north_west,1.4,80.0,4.6
1967,afyonkarahisar,north_west,1.4,2.0,4.6
